,geometry
4128,"POLYGON ((1193433.434877821 7371684.861747535, 1193433.434877821 7376684.861747535, 1188433.434877821 7376684.861747535, 1188433.434877821 7371684.861747535, 1193433.434877821 7371684.861747535))"
4129,"POLYGON ((1193433.434877821 7376684.861747535, 1193433.434877821 7381684.861747535, 1188433.434877821 7381684.861747535, 1188433.434877821 7376684.861747535, 1193433.434877821 7376684.861747535))"
4130,"POLYGON ((1193433.434877821 7381684.861747535, 1193433.434877821 7386684.861747535, 1188433.434877821 7386684.861747535, 1188433.434877821 7381684.861747535, 1193433.434877821 7381684.861747535))"
4131,"POLYGON ((1193433.434877821 7386684.861747535, 1193433.434877821 7391684.861747535, 1188433.434877821 7391684.861747535, 1188433.434877821 7386684.861747535, 1193433.434877821 7386684.861747535))"
4132,"POLYGON ((1193433.434877821 7391684.861747535, 1193433.434877821 7396684.861747535, 1188433.434877821 7396684.861747535, 1188433.434877821 7391684.861747535, 1193433.434877821 7391684.861747535))"
4133,"POLYGON ((1193433.434877821 7396684.861747535, 1193433.434877821 7401684.861747535, 1188433.434877821 7401684.861747535, 1188433.434877821 7396684.861747535, 1193433.434877821 7396684.861747535))"
4134,"POLYGON ((1193433.434877821 7401684.861747535, 1193433.434877821 7406684.861747535, 1188433.434877821 7406684.861747535, 1188433.434877821 7401684.861747535, 1193433.434877821 7401684.861747535))"
4135,"POLYGON ((1193433.434877821 7406684.861747535, 1193433.434877821 7411684.861747535, 1188433.434877821 7411684.861747535, 1188433.434877821 7406684.861747535, 1193433.434877821 7406684.861747535))"
4136,"POLYGON ((1193433.434877821 7411684.861747535, 1193433.434877821 7416684.861747535, 1188433.434877821 7416684.861747535, 1188433.434877821 7411684.861747535, 1193433.434877821 7411684.861747535))"
4137,"POLYGON ((1193433.434877821 7416684.861747535, 1193433.434877821 7421684.861747535, 1188433.434877821 7421684.861747535, 1188433.434877821 7416684.861747535, 1193433.434877821 7416684.861747535))"
4138,"POLYGON ((1193433.434877821 7421684.861747535, 1193433.434877821 7426684.861747535, 1188433.434877821 7426684.861747535, 1188433.434877821 7421684.861747535, 1193433.434877821 7421684.861747535))"
4139,"POLYGON ((1193433.434877821 7426684.861747535, 1193433.434877821 7431684.861747535, 1188433.434877821 7431684.861747535, 1188433.434877821 7426684.861747535, 1193433.434877821 7426684.861747535))"
4140,"POLYGON ((1193433.434877821 7431684.861747535, 1193433.434877821 7436684.861747535, 1188433.434877821 7436684.861747535, 1188433.434877821 7431684.861747535, 1193433.434877821 7431684.861747535))"
4141,"POLYGON ((1193433.434877821 7436684.861747535, 1193433.434877821 7441684.861747535, 1188433.434877821 7441684.861747535, 1188433.434877821 7436684.861747535, 1193433.434877821 7436684.861747535))"
4142,"POLYGON ((1193433.434877821 7441684.861747535, 1193433.434877821 7446684.861747535, 1188433.434877821 7446684.861747535, 1188433.434877821 7441684.861747535, 1193433.434877821 7441684.861747535))"
4143,"POLYGON ((1193433.434877821 7451684.861747535, 1193433.434877821 7456684.861747535, 1188433.434877821 7456684.861747535, 1188433.434877821 7451684.861747535, 1193433.434877821 7451684.861747535))"
4144,"POLYGON ((1193433.434877821 7456684.861747535, 1193433.434877821 7461684.861747535, 1188433.434877821 7461684.861747535, 1188433.434877821 7456684.861747535, 1193433.434877821 7456684.861747535))"
4145,"POLYGON ((1193433.434877821 7461684.861747535, 1193433.434877821 7466684.861747535, 1188433.434877821 7466684.861747535, 1188433.434877821 7461684.861747535, 1193433.434877821 7461684.861747535))"
4146,"POLYGON ((1193433.434877821 7586684.861747535, 1193433.434877821 7591684.861747535, 1188433.434877821 7591684.861747535, 1188433.434877821 7586684.861747535, 1193433.434877821 7586684.861747535))"
4147,"POLYGON ((1193433.434877821 7591684.861747535, 1193433.434877821 7596684.861747535, 1188433.434877821 7596684.861747535, 1188433.434877821 7591684.861747535, 1193433.434877821 7591684.861747535))"
4148,"POLYGON ((1193433.434877821 7596684.861747535, 1193433.434877821 7601684.861747535, 1188433.434877821 7601684.861747535, 1188433.434877821 7596684.861747535, 1193433.434877821 7596684.861747535))"
4149,"POLYGON ((1193433.434877821 7601684.861747535, 1193433.434877821 7606684.861747535, 1188433.434877821 7606684.861747535, 1188433.434877821 7601684.861747535, 1193433.434877821 7601684.861747535))"
4150,"POLYGON ((1193433.434877821 7606684.861747535, 1193433.434877821 7611684.861747535, 1188433.434877821 7611684.861747535, 1188433.434877821 7606684.861747535, 1193433.434877821 7606684.861747535))"
4151,"POLYGON ((1193433.434877821 7611684.861747535, 1193433.434877821 7616684.861747535, 1188433.434877821 7616684.861747535, 1188433.434877821 7611684.861747535, 1193433.434877821 7611684.861747535))"
4152,"POLYGON ((1193433.434877821 7616684.861747535, 1193433.434877821 7621684.861747535, 1188433.434877821 7621684.861747535, 1188433.434877821 7616684.861747535, 1193433.434877821 7616684.861747535))"
4153,"POLYGON ((1193433.434877821 7621684.861747535, 1193433.434877821 7626684.861747535, 1188433.434877821 7626684.861747535, 1188433.434877821 7621684.861747535, 1193433.434877821 7621684.861747535))"
4154,"POLYGON ((1193433.434877821 7626684.861747535, 1193433.434877821 7631684.861747535, 1188433.434877821 7631684.861747535, 1188433.434877821 7626684.861747535, 1193433.434877821 7626684.861747535))"
4155,"POLYGON ((1193433.434877821 7631684.861747535, 1193433.434877821 7636684.861747535, 1188433.434877821 7636684.861747535, 1188433.434877821 7631684.861747535, 1193433.434877821 7631684.861747535))"
4156,"POLYGON ((1193433.434877821 7636684.861747535, 1193433.434877821 7641684.861747535, 1188433.434877821 7641684.861747535, 1188433.434877821 7636684.861747535, 1193433.434877821 7636684.861747535))"
4157,"POLYGON ((1193433.434877821 7641684.861747535, 1193433.434877821 7646684.861747535, 1188433.434877821 7646684.861747535, 1188433.434877821 7641684.861747535, 1193433.434877821 7641684.861747535))"
4158,"POLYGON ((1193433.434877821 7646684.861747535, 1193433.434877821 7651684.861747535, 1188433.434877821 7651684.861747535, 1188433.434877821 7646684.861747535, 1193433.434877821 7646684.861747535))"
4159,"POLYGON ((1193433.434877821 7651684.861747535, 1193433.434877821 7656684.861747535, 1188433.434877821 7656684.861747535, 1188433.434877821 7651684.861747535, 1193433.434877821 7651684.861747535))"
4160,"POLYGON ((1193433.434877821 7656684.861747535, 1193433.434877821 7661684.861747535, 1188433.434877821 7661684.861747535, 1188433.434877821 7656684.861747535, 1193433.434877821 7656684.861747535))"
4161,"POLYGON ((1193433.434877821 7661684.861747535, 1193433.434877821 7666684.861747535, 1188433.434877821 7666684.861747535, 1188433.434877821 7661684.861747535, 1193433.434877821 7661684.861747535))"
4162,"POLYGON ((1198433.434877821 7316684.861747535, 1198433.434877821 7321684.861747535, 1193433.434877821 7321684.861747535, 1193433.434877821 7316684.861747535, 1198433.434877821 7316684.861747535))"
4163,"POLYGON ((1198433.434877821 7321684.861747535, 1198433.434877821 7326684.861747535, 1193433.434877821 7326684.861747535, 1193433.434877821 7321684.861747535, 1198433.434877821 7321684.861747535))"
4164,"POLYGON ((1198433.434877821 7326684.861747535, 1198433.434877821 7331684.861747535, 1193433.434877821 7331684.861747535, 1193433.434877821 7326684.861747535, 1198433.434877821 7326684.861747535))"
4165,"POLYGON ((1198433.434877821 7331684.861747535, 1198433.434877821 7336684.861747535, 1193433.434877821 7336684.861747535, 1193433.434877821 7331684.861747535, 1198433.434877821 7331684.861747535))"
4166,"POLYGON ((1198433.434877821 7336684.861747535, 1198433.434877821 7341684.861747535, 1193433.434877821 7341684.861747535, 1193433.434877821 7336684.861747535, 1198433.434877821 7336684.861747535))"
4167,"POLYGON ((1198433.434877821 7341684.861747535, 1198433.434877821 7346684.861747535, 1193433.434877821 7346684.861747535, 1193433.434877821 7341684.861747535, 1198433.434877821 7341684.861747535))"
4168,"POLYGON ((1198433.434877821 7346684.861747535, 1198433.434877821 7351684.861747535, 1193433.434877821 7351684.861747535, 1193433.434877821 7346684.861747535, 1198433.434877821 7346684.861747535))"
4169,"POLYGON ((1198433.434877821 7351684.861747535, 1198433.434877821 7356684.861747535, 1193433.434877821 7356684.861747535, 1193433.434877821 7351684.861747535, 1198433.434877821 7351684.861747535))"
4170,"POLYGON ((1198433.434877821 7376684.861747535, 1198433.434877821 7381684.861747535, 1193433.434877821 7381684.861747535, 1193433.434877821 7376684.861747535, 1198433.434877821 7376684.861747535))"
4171,"POLYGON ((1198433.434877821 7381684.861747535, 1198433.434877821 7386684.861747535, 1193433.434877821 7386684.861747535, 1193433.434877821 7381684.861747535, 1198433.434877821 7381684.861747535))"
4172,"POLYGON ((1198433.434877821 7386684.861747535, 1198433.434877821 7391684.861747535, 1193433.434877821 7391684.861747535, 1193433.434877821 7386684.861747535, 1198433.434877821 7386684.861747535))"
4173,"POLYGON ((1198433.434877821 7391684.861747535, 1198433.434877821 7396684.861747535, 1193433.434877821 7396684.861747535, 1193433.434877821 7391684.861747535, 1198433.434877821 7391684.861747535))"
4174,"POLYGON ((1198433.434877821 7396684.861747535, 1198433.434877821 7401684.861747535, 1193433.434877821 7401684.861747535, 1193433.434877821 7396684.861747535, 1198433.434877821 7396684.861747535))"
4175,"POLYGON ((1198433.434877821 7401684.861747535, 1198433.434877821 7406684.861747535, 1193433.434877821 7406684.861747535, 1193433.434877821 7401684.861747535, 1198433.434877821 7401684.861747535))"
4176,"POLYGON ((1198433.434877821 7406684.861747535, 1198433.434877821 7411684.861747535, 1193433.434877821 7411684.861747535, 1193433.434877821 7406684.861747535, 1198433.434877821 7406684.861747535))"
4177,"POLYGON ((1198433.434877821 7411684.861747535, 1198433.434877821 7416684.861747535, 1193433.434877821 7416684.861747535, 1193433.434877821 7411684.861747535, 1198433.434877821 7411684.861747535))"
4178,"POLYGON ((1198433.434877821 7416684.861747535, 1198433.434877821 7421684.861747535, 1193433.434877821 7421684.861747535, 1193433.434877821 7416684.861747535, 1198433.434877821 7416684.861747535))"
4179,"POLYGON ((1198433.434877821 7421684.861747535, 1198433.434877821 7426684.861747535, 1193433.434877821 7426684.861747535, 1193433.434877821 7421684.861747535, 1198433.434877821 7421684.861747535))"
4180,"POLYGON ((1198433.434877821 7426684.861747535, 1198433.434877821 7431684.861747535, 1193433.434877821 7431684.861747535, 1193433.434877821 7426684.861747535, 1198433.434877821 7426684.861747535))"
4181,"POLYGON ((1198433.434877821 7431684.861747535, 1198433.434877821 7436684.861747535, 1193433.434877821 7436684.861747535, 1193433.434877821 7431684.861747535, 1198433.434877821 7431684.861747535))"
4182,"POLYGON ((1198433.434877821 7436684.861747535, 1198433.434877821 7441684.861747535, 1193433.434877821 7441684.861747535, 1193433.434877821 7436684.861747535, 1198433.434877821 7436684.861747535))"
4183,"POLYGON ((1198433.434877821 7601684.861747535, 1198433.434877821 7606684.861747535, 1193433.434877821 7606684.861747535, 1193433.434877821 7601684.861747535, 1198433.434877821 7601684.861747535))"
4184,"POLYGON ((1198433.434877821 7606684.861747535, 1198433.434877821 7611684.861747535, 1193433.434877821 7611684.861747535, 1193433.434877821 7606684.861747535, 1198433.434877821 7606684.861747535))"
4185,"POLYGON ((1198433.434877821 7611684.861747535, 1198433.434877821 7616684.861747535, 1193433.434877821 7616684.861747535, 1193433.434877821 7611684.861747535, 1198433.434877821 7611684.861747535))"
4186,"POLYGON ((1198433.434877821 7616684.861747535, 1198433.434877821 7621684.861747535, 1193433.434877821 7621684.861747535, 1193433.434877821 7616684.861747535, 1198433.434877821 7616684.861747535))"
4187,"POLYGON ((1198433.434877821 7621684.861747535, 1198433.434877821 7626684.861747535, 1193433.434877821 7626684.861747535, 1193433.434877821 7621684.861747535, 1198433.434877821 7621684.861747535))"
4188,"POLYGON ((1198433.434877821 7626684.861747535, 1198433.434877821 7631684.861747535, 1193433.434877821 7631684.861747535, 1193433.434877821 7626684.861747535, 1198433.434877821 7626684.861747535))"
4189,"POLYGON ((1198433.434877821 7631684.861747535, 1198433.434877821 7636684.861747535, 1193433.434877821 7636684.861747535, 1193433.434877821 7631684.861747535, 1198433.434877821 7631684.861747535))"
4190,"POLYGON ((1198433.434877821 7636684.861747535, 1198433.434877821 7641684.861747535, 1193433.434877821 7641684.861747535, 1193433.434877821 7636684.861747535, 1198433.434877821 7636684.861747535))"
4191,"POLYGON ((1198433.434877821 7641684.861747535, 1198433.434877821 7646684.861747535, 1193433.434877821 7646684.861747535, 1193433.434877821 7641684.861747535, 1198433.434877821 7641684.861747535))"
4192,"POLYGON ((1198433.434877821 7646684.861747535, 1198433.434877821 7651684.861747535, 1193433.434877821 7651684.861747535, 1193433.434877821 7646684.861747535, 1198433.434877821 7646684.861747535))"
4193,"POLYGON ((1198433.434877821 7651684.861747535, 1198433.434877821 7656684.861747535, 1193433.434877821 7656684.861747535, 1193433.434877821 7651684.861747535, 1198433.434877821 7651684.861747535))"
4194,"POLYGON ((1198433.434877821 7656684.861747535, 1198433.434877821 7661684.861747535, 1193433.434877821 7661684.861747535, 1193433.434877821 7656684.861747535, 1198433.434877821 7656684.861747535))"
4195,"POLYGON ((1198433.434877821 7661684.861747535, 1198433.434877821 7666684.861747535, 1193433.434877821 7666684.861747535, 1193433.434877821 7661684.861747535, 1198433.434877821 7661684.861747535))"
4196,"POLYGON ((1203433.434877821 7331684.861747535, 1203433.434877821 7336684.861747535, 1198433.434877821 7336684.861747535, 1198433.434877821 7331684.861747535, 1203433.434877821 7331684.861747535))"
4197,"POLYGON ((1203433.434877821 7336684.861747535, 1203433.434877821 7341684.861747535, 1198433.434877821 7341684.861747535, 1198433.434877821 7336684.861747535, 1203433.434877821 7336684.861747535))"
4198,"POLYGON ((1203433.434877821 7341684.861747535, 1203433.434877821 7346684.861747535, 1198433.434877821 7346684.861747535, 1198433.434877821 7341684.861747535, 1203433.434877821 7341684.861747535))"
4199,"POLYGON ((1203433.434877821 7346684.861747535, 1203433.434877821 7351684.861747535, 1198433.434877821 7351684.861747535, 1198433.434877821 7346684.861747535, 1203433.434877821 7346684.861747535))"
4200,"POLYGON ((1203433.434877821 7351684.861747535, 1203433.434877821 7356684.861747535, 1198433.434877821 7356684.861747535, 1198433.434877821 7351684.861747535, 1203433.434877821 7351684.861747535))"
4201,"POLYGON ((1203433.434877821 7391684.861747535, 1203433.434877821 7396684.861747535, 1198433.434877821 7396684.861747535, 1198433.434877821 7391684.861747535, 1203433.434877821 7391684.861747535))"
4202,"POLYGON ((1203433.434877821 7396684.861747535, 1203433.434877821 7401684.861747535, 1198433.434877821 7401684.861747535, 1198433.434877821 7396684.861747535, 1203433.434877821 7396684.861747535))"
4203,"POLYGON ((1203433.434877821 7401684.861747535, 1203433.434877821 7406684.861747535, 1198433.434877821 7406684.861747535, 1198433.434877821 7401684.861747535, 1203433.434877821 7401684.861747535))"
4204,"POLYGON ((1203433.434877821 7406684.861747535, 1203433.434877821 7411684.861747535, 1198433.434877821 7411684.861747535, 1198433.434877821 7406684.861747535, 1203433.434877821 7406684.861747535))"
4205,"POLYGON ((1203433.434877821 7411684.861747535, 1203433.434877821 7416684.861747535, 1198433.434877821 7416684.861747535, 1198433.434877821 7411684.861747535, 1203433.434877821 7411684.861747535))"
