,geometry,index_right,Unnamed: 0,stationId,x,y,maxTempJanuary,maxTempFebruary,maxTempMarch,maxTempApril,maxTempMay,maxTempJune,maxTempJuly,maxTempAugust,maxTempSeptember,maxTempOctober,maxTempNovember,maxTempDecember
688,"POLYGON ((1078433.434877821 7456684.861747535, 1078433.434877821 7466684.861747535, 1068433.434877821 7466684.861747535, 1068433.434877821 7456684.861747535, 1078433.434877821 7456684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
730,"POLYGON ((1088433.434877821 7366684.861747535, 1088433.434877821 7376684.861747535, 1078433.434877821 7376684.861747535, 1078433.434877821 7366684.861747535, 1088433.434877821 7366684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
731,"POLYGON ((1088433.434877821 7376684.861747535, 1088433.434877821 7386684.861747535, 1078433.434877821 7386684.861747535, 1078433.434877821 7376684.861747535, 1088433.434877821 7376684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
732,"POLYGON ((1088433.434877821 7396684.861747535, 1088433.434877821 7406684.861747535, 1078433.434877821 7406684.861747535, 1078433.434877821 7396684.861747535, 1088433.434877821 7396684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
733,"POLYGON ((1088433.434877821 7406684.861747535, 1088433.434877821 7416684.861747535, 1078433.434877821 7416684.861747535, 1078433.434877821 7406684.861747535, 1088433.434877821 7406684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
734,"POLYGON ((1088433.434877821 7446684.861747535, 1088433.434877821 7456684.861747535, 1078433.434877821 7456684.861747535, 1078433.434877821 7446684.861747535, 1088433.434877821 7446684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
735,"POLYGON ((1088433.434877821 7456684.861747535, 1088433.434877821 7466684.861747535, 1078433.434877821 7466684.861747535, 1078433.434877821 7456684.861747535, 1088433.434877821 7456684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
778,"POLYGON ((1098433.434877821 7366684.861747535, 1098433.434877821 7376684.861747535, 1088433.434877821 7376684.861747535, 1088433.434877821 7366684.861747535, 1098433.434877821 7366684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
779,"POLYGON ((1098433.434877821 7376684.861747535, 1098433.434877821 7386684.861747535, 1088433.434877821 7386684.861747535, 1088433.434877821 7376684.861747535, 1098433.434877821 7376684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
780,"POLYGON ((1098433.434877821 7416684.861747535, 1098433.434877821 7426684.861747535, 1088433.434877821 7426684.861747535, 1088433.434877821 7416684.861747535, 1098433.434877821 7416684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
781,"POLYGON ((1098433.434877821 7426684.861747535, 1098433.434877821 7436684.861747535, 1088433.434877821 7436684.861747535, 1088433.434877821 7426684.861747535, 1098433.434877821 7426684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
782,"POLYGON ((1098433.434877821 7436684.861747535, 1098433.434877821 7446684.861747535, 1088433.434877821 7446684.861747535, 1088433.434877821 7436684.861747535, 1098433.434877821 7436684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
783,"POLYGON ((1098433.434877821 7446684.861747535, 1098433.434877821 7456684.861747535, 1088433.434877821 7456684.861747535, 1088433.434877821 7446684.861747535, 1098433.434877821 7446684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
784,"POLYGON ((1098433.434877821 7456684.861747535, 1098433.434877821 7466684.861747535, 1088433.434877821 7466684.861747535, 1088433.434877821 7456684.861747535, 1098433.434877821 7456684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
829,"POLYGON ((1108433.434877821 7366684.861747535, 1108433.434877821 7376684.861747535, 1098433.434877821 7376684.861747535, 1098433.434877821 7366684.861747535, 1108433.434877821 7366684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
830,"POLYGON ((1108433.434877821 7406684.861747535, 1108433.434877821 7416684.861747535, 1098433.434877821 7416684.861747535, 1098433.434877821 7406684.861747535, 1108433.434877821 7406684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
831,"POLYGON ((1108433.434877821 7416684.861747535, 1108433.434877821 7426684.861747535, 1098433.434877821 7426684.861747535, 1098433.434877821 7416684.861747535, 1108433.434877821 7416684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
832,"POLYGON ((1108433.434877821 7426684.861747535, 1108433.434877821 7436684.861747535, 1098433.434877821 7436684.861747535, 1098433.434877821 7426684.861747535, 1108433.434877821 7426684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
833,"POLYGON ((1108433.434877821 7436684.861747535, 1108433.434877821 7446684.861747535, 1098433.434877821 7446684.861747535, 1098433.434877821 7436684.861747535, 1108433.434877821 7436684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
834,"POLYGON ((1108433.434877821 7446684.861747535, 1108433.434877821 7456684.861747535, 1098433.434877821 7456684.861747535, 1098433.434877821 7446684.861747535, 1108433.434877821 7446684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
835,"POLYGON ((1108433.434877821 7456684.861747535, 1108433.434877821 7466684.861747535, 1098433.434877821 7466684.861747535, 1098433.434877821 7456684.861747535, 1108433.434877821 7456684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
879,"POLYGON ((1118433.434877821 7386684.861747535, 1118433.434877821 7396684.861747535, 1108433.434877821 7396684.861747535, 1108433.434877821 7386684.861747535, 1118433.434877821 7386684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
880,"POLYGON ((1118433.434877821 7396684.861747535, 1118433.434877821 7406684.861747535, 1108433.434877821 7406684.861747535, 1108433.434877821 7396684.861747535, 1118433.434877821 7396684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
881,"POLYGON ((1118433.434877821 7406684.861747535, 1118433.434877821 7416684.861747535, 1108433.434877821 7416684.861747535, 1108433.434877821 7406684.861747535, 1118433.434877821 7406684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
882,"POLYGON ((1118433.434877821 7416684.861747535, 1118433.434877821 7426684.861747535, 1108433.434877821 7426684.861747535, 1108433.434877821 7416684.861747535, 1118433.434877821 7416684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
883,"POLYGON ((1118433.434877821 7426684.861747535, 1118433.434877821 7436684.861747535, 1108433.434877821 7436684.861747535, 1108433.434877821 7426684.861747535, 1118433.434877821 7426684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
884,"POLYGON ((1118433.434877821 7436684.861747535, 1118433.434877821 7446684.861747535, 1108433.434877821 7446684.861747535, 1108433.434877821 7436684.861747535, 1118433.434877821 7436684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
885,"POLYGON ((1118433.434877821 7446684.861747535, 1118433.434877821 7456684.861747535, 1108433.434877821 7456684.861747535, 1108433.434877821 7446684.861747535, 1118433.434877821 7446684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
886,"POLYGON ((1118433.434877821 7456684.861747535, 1118433.434877821 7466684.861747535, 1108433.434877821 7466684.861747535, 1108433.434877821 7456684.861747535, 1118433.434877821 7456684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
887,"POLYGON ((1118433.434877821 7466684.861747535, 1118433.434877821 7476684.861747535, 1108433.434877821 7476684.861747535, 1108433.434877821 7466684.861747535, 1118433.434877821 7466684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
927,"POLYGON ((1128433.434877821 7376684.861747535, 1128433.434877821 7386684.861747535, 1118433.434877821 7386684.861747535, 1118433.434877821 7376684.861747535, 1128433.434877821 7376684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
928,"POLYGON ((1128433.434877821 7386684.861747535, 1128433.434877821 7396684.861747535, 1118433.434877821 7396684.861747535, 1118433.434877821 7386684.861747535, 1128433.434877821 7386684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
929,"POLYGON ((1128433.434877821 7396684.861747535, 1128433.434877821 7406684.861747535, 1118433.434877821 7406684.861747535, 1118433.434877821 7396684.861747535, 1128433.434877821 7396684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
930,"POLYGON ((1128433.434877821 7406684.861747535, 1128433.434877821 7416684.861747535, 1118433.434877821 7416684.861747535, 1118433.434877821 7406684.861747535, 1128433.434877821 7406684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
931,"POLYGON ((1128433.434877821 7416684.861747535, 1128433.434877821 7426684.861747535, 1118433.434877821 7426684.861747535, 1118433.434877821 7416684.861747535, 1128433.434877821 7416684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
932,"POLYGON ((1128433.434877821 7426684.861747535, 1128433.434877821 7436684.861747535, 1118433.434877821 7436684.861747535, 1118433.434877821 7426684.861747535, 1128433.434877821 7426684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
933,"POLYGON ((1128433.434877821 7436684.861747535, 1128433.434877821 7446684.861747535, 1118433.434877821 7446684.861747535, 1118433.434877821 7436684.861747535, 1128433.434877821 7436684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
934,"POLYGON ((1128433.434877821 7446684.861747535, 1128433.434877821 7456684.861747535, 1118433.434877821 7456684.861747535, 1118433.434877821 7446684.861747535, 1128433.434877821 7446684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
973,"POLYGON ((1138433.434877821 7376684.861747535, 1138433.434877821 7386684.861747535, 1128433.434877821 7386684.861747535, 1128433.434877821 7376684.861747535, 1138433.434877821 7376684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
974,"POLYGON ((1138433.434877821 7386684.861747535, 1138433.434877821 7396684.861747535, 1128433.434877821 7396684.861747535, 1128433.434877821 7386684.861747535, 1138433.434877821 7386684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
975,"POLYGON ((1138433.434877821 7396684.861747535, 1138433.434877821 7406684.861747535, 1128433.434877821 7406684.861747535, 1128433.434877821 7396684.861747535, 1138433.434877821 7396684.861747535))",17,17,6123,9.8882,55.2444,8.5,6.25,12.25,13.9,22.4,24.2,23.6,23.7,19.9,16.5,13.4,9.5
532,"POLYGON ((1038433.434877821 7786684.861747535, 1038433.434877821 7796684.861747535, 1028433.434877821 7796684.861747535, 1028433.434877821 7786684.861747535, 1038433.434877821 7786684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
579,"POLYGON ((1048433.434877821 7776684.861747535, 1048433.434877821 7786684.861747535, 1038433.434877821 7786684.861747535, 1038433.434877821 7776684.861747535, 1048433.434877821 7776684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
580,"POLYGON ((1048433.434877821 7786684.861747535, 1048433.434877821 7796684.861747535, 1038433.434877821 7796684.861747535, 1038433.434877821 7786684.861747535, 1048433.434877821 7786684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
625,"POLYGON ((1058433.434877821 7766684.861747535, 1058433.434877821 7776684.861747535, 1048433.434877821 7776684.861747535, 1048433.434877821 7766684.861747535, 1058433.434877821 7766684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
626,"POLYGON ((1058433.434877821 7776684.861747535, 1058433.434877821 7786684.861747535, 1048433.434877821 7786684.861747535, 1048433.434877821 7776684.861747535, 1058433.434877821 7776684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
627,"POLYGON ((1058433.434877821 7786684.861747535, 1058433.434877821 7796684.861747535, 1048433.434877821 7796684.861747535, 1048433.434877821 7786684.861747535, 1058433.434877821 7786684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
628,"POLYGON ((1058433.434877821 7796684.861747535, 1058433.434877821 7806684.861747535, 1048433.434877821 7806684.861747535, 1048433.434877821 7796684.861747535, 1058433.434877821 7796684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
673,"POLYGON ((1068433.434877821 7766684.861747535, 1068433.434877821 7776684.861747535, 1058433.434877821 7776684.861747535, 1058433.434877821 7766684.861747535, 1068433.434877821 7766684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
674,"POLYGON ((1068433.434877821 7776684.861747535, 1068433.434877821 7786684.861747535, 1058433.434877821 7786684.861747535, 1058433.434877821 7776684.861747535, 1068433.434877821 7776684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
675,"POLYGON ((1068433.434877821 7786684.861747535, 1068433.434877821 7796684.861747535, 1058433.434877821 7796684.861747535, 1058433.434877821 7786684.861747535, 1068433.434877821 7786684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
676,"POLYGON ((1068433.434877821 7796684.861747535, 1068433.434877821 7806684.861747535, 1058433.434877821 7806684.861747535, 1058433.434877821 7796684.861747535, 1068433.434877821 7796684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
677,"POLYGON ((1068433.434877821 7806684.861747535, 1068433.434877821 7816684.861747535, 1058433.434877821 7816684.861747535, 1058433.434877821 7806684.861747535, 1068433.434877821 7806684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
718,"POLYGON ((1078433.434877821 7756684.861747535, 1078433.434877821 7766684.861747535, 1068433.434877821 7766684.861747535, 1068433.434877821 7756684.861747535, 1078433.434877821 7756684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
719,"POLYGON ((1078433.434877821 7766684.861747535, 1078433.434877821 7776684.861747535, 1068433.434877821 7776684.861747535, 1068433.434877821 7766684.861747535, 1078433.434877821 7766684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
720,"POLYGON ((1078433.434877821 7776684.861747535, 1078433.434877821 7786684.861747535, 1068433.434877821 7786684.861747535, 1068433.434877821 7776684.861747535, 1078433.434877821 7776684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
721,"POLYGON ((1078433.434877821 7786684.861747535, 1078433.434877821 7796684.861747535, 1068433.434877821 7796684.861747535, 1068433.434877821 7786684.861747535, 1078433.434877821 7786684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
722,"POLYGON ((1078433.434877821 7796684.861747535, 1078433.434877821 7806684.861747535, 1068433.434877821 7806684.861747535, 1068433.434877821 7796684.861747535, 1078433.434877821 7796684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
723,"POLYGON ((1078433.434877821 7806684.861747535, 1078433.434877821 7816684.861747535, 1068433.434877821 7816684.861747535, 1068433.434877821 7806684.861747535, 1078433.434877821 7806684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
724,"POLYGON ((1078433.434877821 7816684.861747535, 1078433.434877821 7826684.861747535, 1068433.434877821 7826684.861747535, 1068433.434877821 7816684.861747535, 1078433.434877821 7816684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
725,"POLYGON ((1078433.434877821 7826684.861747535, 1078433.434877821 7836684.861747535, 1068433.434877821 7836684.861747535, 1068433.434877821 7826684.861747535, 1078433.434877821 7826684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
765,"POLYGON ((1088433.434877821 7756684.861747535, 1088433.434877821 7766684.861747535, 1078433.434877821 7766684.861747535, 1078433.434877821 7756684.861747535, 1088433.434877821 7756684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
766,"POLYGON ((1088433.434877821 7766684.861747535, 1088433.434877821 7776684.861747535, 1078433.434877821 7776684.861747535, 1078433.434877821 7766684.861747535, 1088433.434877821 7766684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
767,"POLYGON ((1088433.434877821 7776684.861747535, 1088433.434877821 7786684.861747535, 1078433.434877821 7786684.861747535, 1078433.434877821 7776684.861747535, 1088433.434877821 7776684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
768,"POLYGON ((1088433.434877821 7786684.861747535, 1088433.434877821 7796684.861747535, 1078433.434877821 7796684.861747535, 1078433.434877821 7786684.861747535, 1088433.434877821 7786684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
769,"POLYGON ((1088433.434877821 7796684.861747535, 1088433.434877821 7806684.861747535, 1078433.434877821 7806684.861747535, 1078433.434877821 7796684.861747535, 1088433.434877821 7796684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
770,"POLYGON ((1088433.434877821 7806684.861747535, 1088433.434877821 7816684.861747535, 1078433.434877821 7816684.861747535, 1078433.434877821 7806684.861747535, 1088433.434877821 7806684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
771,"POLYGON ((1088433.434877821 7816684.861747535, 1088433.434877821 7826684.861747535, 1078433.434877821 7826684.861747535, 1078433.434877821 7816684.861747535, 1088433.434877821 7816684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
772,"POLYGON ((1088433.434877821 7826684.861747535, 1088433.434877821 7836684.861747535, 1078433.434877821 7836684.861747535, 1078433.434877821 7826684.861747535, 1088433.434877821 7826684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
773,"POLYGON ((1088433.434877821 7836684.861747535, 1088433.434877821 7846684.861747535, 1078433.434877821 7846684.861747535, 1078433.434877821 7836684.861747535, 1088433.434877821 7836684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
774,"POLYGON ((1088433.434877821 7846684.861747535, 1088433.434877821 7856684.861747535, 1078433.434877821 7856684.861747535, 1078433.434877821 7846684.861747535, 1088433.434877821 7846684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
813,"POLYGON ((1098433.434877821 7746684.861747535, 1098433.434877821 7756684.861747535, 1088433.434877821 7756684.861747535, 1088433.434877821 7746684.861747535, 1098433.434877821 7746684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
814,"POLYGON ((1098433.434877821 7756684.861747535, 1098433.434877821 7766684.861747535, 1088433.434877821 7766684.861747535, 1088433.434877821 7756684.861747535, 1098433.434877821 7756684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
815,"POLYGON ((1098433.434877821 7766684.861747535, 1098433.434877821 7776684.861747535, 1088433.434877821 7776684.861747535, 1088433.434877821 7766684.861747535, 1098433.434877821 7766684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
816,"POLYGON ((1098433.434877821 7776684.861747535, 1098433.434877821 7786684.861747535, 1088433.434877821 7786684.861747535, 1088433.434877821 7776684.861747535, 1098433.434877821 7776684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
817,"POLYGON ((1098433.434877821 7786684.861747535, 1098433.434877821 7796684.861747535, 1088433.434877821 7796684.861747535, 1088433.434877821 7786684.861747535, 1098433.434877821 7786684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
818,"POLYGON ((1098433.434877821 7796684.861747535, 1098433.434877821 7806684.861747535, 1088433.434877821 7806684.861747535, 1088433.434877821 7796684.861747535, 1098433.434877821 7796684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
819,"POLYGON ((1098433.434877821 7806684.861747535, 1098433.434877821 7816684.861747535, 1088433.434877821 7816684.861747535, 1088433.434877821 7806684.861747535, 1098433.434877821 7806684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
820,"POLYGON ((1098433.434877821 7816684.861747535, 1098433.434877821 7826684.861747535, 1088433.434877821 7826684.861747535, 1088433.434877821 7816684.861747535, 1098433.434877821 7816684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
821,"POLYGON ((1098433.434877821 7826684.861747535, 1098433.434877821 7836684.861747535, 1088433.434877821 7836684.861747535, 1088433.434877821 7826684.861747535, 1098433.434877821 7826684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
822,"POLYGON ((1098433.434877821 7836684.861747535, 1098433.434877821 7846684.861747535, 1088433.434877821 7846684.861747535, 1088433.434877821 7836684.861747535, 1098433.434877821 7836684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
823,"POLYGON ((1098433.434877821 7846684.861747535, 1098433.434877821 7856684.861747535, 1088433.434877821 7856684.861747535, 1088433.434877821 7846684.861747535, 1098433.434877821 7846684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
862,"POLYGON ((1108433.434877821 7746684.861747535, 1108433.434877821 7756684.861747535, 1098433.434877821 7756684.861747535, 1098433.434877821 7746684.861747535, 1108433.434877821 7746684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
863,"POLYGON ((1108433.434877821 7756684.861747535, 1108433.434877821 7766684.861747535, 1098433.434877821 7766684.861747535, 1098433.434877821 7756684.861747535, 1108433.434877821 7756684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
864,"POLYGON ((1108433.434877821 7766684.861747535, 1108433.434877821 7776684.861747535, 1098433.434877821 7776684.861747535, 1098433.434877821 7766684.861747535, 1108433.434877821 7766684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
865,"POLYGON ((1108433.434877821 7776684.861747535, 1108433.434877821 7786684.861747535, 1098433.434877821 7786684.861747535, 1098433.434877821 7776684.861747535, 1108433.434877821 7776684.861747535))",13,13,6031,9.9527,57.1852,9.0,6.45,13.2,15.3,25.1,23.8,22.9,24.0,19.2,16.4,13.5,11.3
