,geometry,index_right,Unnamed: 0,stationId,x,y,maxTempJanuary,maxTempFebruary,maxTempMarch,maxTempApril,maxTempMay,maxTempJune,maxTempJuly,maxTempAugust,maxTempSeptember,maxTempOctober,maxTempNovember,maxTempDecember
422,"POLYGON ((1018433.434877821 7576684.861747535, 1018433.434877821 7586684.861747535, 1008433.434877821 7586684.861747535, 1008433.434877821 7576684.861747535, 1018433.434877821 7576684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
423,"POLYGON ((1018433.434877821 7586684.861747535, 1018433.434877821 7596684.861747535, 1008433.434877821 7596684.861747535, 1008433.434877821 7586684.861747535, 1018433.434877821 7586684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
424,"POLYGON ((1018433.434877821 7596684.861747535, 1018433.434877821 7606684.861747535, 1008433.434877821 7606684.861747535, 1008433.434877821 7596684.861747535, 1018433.434877821 7596684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
425,"POLYGON ((1018433.434877821 7606684.861747535, 1018433.434877821 7616684.861747535, 1008433.434877821 7616684.861747535, 1008433.434877821 7606684.861747535, 1018433.434877821 7606684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
426,"POLYGON ((1018433.434877821 7616684.861747535, 1018433.434877821 7626684.861747535, 1008433.434877821 7626684.861747535, 1008433.434877821 7616684.861747535, 1018433.434877821 7616684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
459,"POLYGON ((1028433.434877821 7506684.861747535, 1028433.434877821 7516684.861747535, 1018433.434877821 7516684.861747535, 1018433.434877821 7506684.861747535, 1028433.434877821 7506684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
460,"POLYGON ((1028433.434877821 7516684.861747535, 1028433.434877821 7526684.861747535, 1018433.434877821 7526684.861747535, 1018433.434877821 7516684.861747535, 1028433.434877821 7516684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
461,"POLYGON ((1028433.434877821 7526684.861747535, 1028433.434877821 7536684.861747535, 1018433.434877821 7536684.861747535, 1018433.434877821 7526684.861747535, 1028433.434877821 7526684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
462,"POLYGON ((1028433.434877821 7536684.861747535, 1028433.434877821 7546684.861747535, 1018433.434877821 7546684.861747535, 1018433.434877821 7536684.861747535, 1028433.434877821 7536684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
463,"POLYGON ((1028433.434877821 7546684.861747535, 1028433.434877821 7556684.861747535, 1018433.434877821 7556684.861747535, 1018433.434877821 7546684.861747535, 1028433.434877821 7546684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
464,"POLYGON ((1028433.434877821 7556684.861747535, 1028433.434877821 7566684.861747535, 1018433.434877821 7566684.861747535, 1018433.434877821 7556684.861747535, 1028433.434877821 7556684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
465,"POLYGON ((1028433.434877821 7566684.861747535, 1028433.434877821 7576684.861747535, 1018433.434877821 7576684.861747535, 1018433.434877821 7566684.861747535, 1028433.434877821 7566684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
466,"POLYGON ((1028433.434877821 7576684.861747535, 1028433.434877821 7586684.861747535, 1018433.434877821 7586684.861747535, 1018433.434877821 7576684.861747535, 1028433.434877821 7576684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
467,"POLYGON ((1028433.434877821 7586684.861747535, 1028433.434877821 7596684.861747535, 1018433.434877821 7596684.861747535, 1018433.434877821 7586684.861747535, 1028433.434877821 7586684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
468,"POLYGON ((1028433.434877821 7596684.861747535, 1028433.434877821 7606684.861747535, 1018433.434877821 7606684.861747535, 1018433.434877821 7596684.861747535, 1028433.434877821 7596684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
469,"POLYGON ((1028433.434877821 7606684.861747535, 1028433.434877821 7616684.861747535, 1018433.434877821 7616684.861747535, 1018433.434877821 7606684.861747535, 1028433.434877821 7606684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
470,"POLYGON ((1028433.434877821 7616684.861747535, 1028433.434877821 7626684.861747535, 1018433.434877821 7626684.861747535, 1018433.434877821 7616684.861747535, 1028433.434877821 7616684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
471,"POLYGON ((1028433.434877821 7626684.861747535, 1028433.434877821 7636684.861747535, 1018433.434877821 7636684.861747535, 1018433.434877821 7626684.861747535, 1028433.434877821 7626684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
505,"POLYGON ((1038433.434877821 7516684.861747535, 1038433.434877821 7526684.861747535, 1028433.434877821 7526684.861747535, 1028433.434877821 7516684.861747535, 1038433.434877821 7516684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
506,"POLYGON ((1038433.434877821 7526684.861747535, 1038433.434877821 7536684.861747535, 1028433.434877821 7536684.861747535, 1028433.434877821 7526684.861747535, 1038433.434877821 7526684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
507,"POLYGON ((1038433.434877821 7536684.861747535, 1038433.434877821 7546684.861747535, 1028433.434877821 7546684.861747535, 1028433.434877821 7536684.861747535, 1038433.434877821 7536684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
508,"POLYGON ((1038433.434877821 7546684.861747535, 1038433.434877821 7556684.861747535, 1028433.434877821 7556684.861747535, 1028433.434877821 7546684.861747535, 1038433.434877821 7546684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
509,"POLYGON ((1038433.434877821 7556684.861747535, 1038433.434877821 7566684.861747535, 1028433.434877821 7566684.861747535, 1028433.434877821 7556684.861747535, 1038433.434877821 7556684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
510,"POLYGON ((1038433.434877821 7566684.861747535, 1038433.434877821 7576684.861747535, 1028433.434877821 7576684.861747535, 1028433.434877821 7566684.861747535, 1038433.434877821 7566684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
511,"POLYGON ((1038433.434877821 7576684.861747535, 1038433.434877821 7586684.861747535, 1028433.434877821 7586684.861747535, 1028433.434877821 7576684.861747535, 1038433.434877821 7576684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
512,"POLYGON ((1038433.434877821 7586684.861747535, 1038433.434877821 7596684.861747535, 1028433.434877821 7596684.861747535, 1028433.434877821 7586684.861747535, 1038433.434877821 7586684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
513,"POLYGON ((1038433.434877821 7596684.861747535, 1038433.434877821 7606684.861747535, 1028433.434877821 7606684.861747535, 1028433.434877821 7596684.861747535, 1038433.434877821 7596684.861747535))",12,12,6068,9.1811,56.0939,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4
