,geometry,index_right,Unnamed: 0,stationId,x,y,minTempJanuary,minTempFebruary,minTempMarch,minTempApril,minTempMay,minTempJune,minTempJuly,minTempAugust,minTempSeptember,minTempOctober,minTempNovember,minTempDecember
1291,"POLYGON ((1248433.434877821 7346684.861747535, 1248433.434877821 7356684.861747535, 1238433.434877821 7356684.861747535, 1238433.434877821 7346684.861747535, 1248433.434877821 7346684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1304,"POLYGON ((1258433.434877821 7296684.861747535, 1258433.434877821 7306684.861747535, 1248433.434877821 7306684.861747535, 1248433.434877821 7296684.861747535, 1258433.434877821 7296684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1305,"POLYGON ((1258433.434877821 7306684.861747535, 1258433.434877821 7316684.861747535, 1248433.434877821 7316684.861747535, 1248433.434877821 7306684.861747535, 1258433.434877821 7306684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1306,"POLYGON ((1258433.434877821 7316684.861747535, 1258433.434877821 7326684.861747535, 1248433.434877821 7326684.861747535, 1248433.434877821 7316684.861747535, 1258433.434877821 7316684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1307,"POLYGON ((1258433.434877821 7326684.861747535, 1258433.434877821 7336684.861747535, 1248433.434877821 7336684.861747535, 1248433.434877821 7326684.861747535, 1258433.434877821 7326684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1308,"POLYGON ((1258433.434877821 7336684.861747535, 1258433.434877821 7346684.861747535, 1248433.434877821 7346684.861747535, 1248433.434877821 7336684.861747535, 1258433.434877821 7336684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1309,"POLYGON ((1258433.434877821 7346684.861747535, 1258433.434877821 7356684.861747535, 1248433.434877821 7356684.861747535, 1248433.434877821 7346684.861747535, 1258433.434877821 7346684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1322,"POLYGON ((1268433.434877821 7296684.861747535, 1268433.434877821 7306684.861747535, 1258433.434877821 7306684.861747535, 1258433.434877821 7296684.861747535, 1268433.434877821 7296684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1323,"POLYGON ((1268433.434877821 7306684.861747535, 1268433.434877821 7316684.861747535, 1258433.434877821 7316684.861747535, 1258433.434877821 7306684.861747535, 1268433.434877821 7306684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1324,"POLYGON ((1268433.434877821 7316684.861747535, 1268433.434877821 7326684.861747535, 1258433.434877821 7326684.861747535, 1258433.434877821 7316684.861747535, 1268433.434877821 7316684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1325,"POLYGON ((1268433.434877821 7326684.861747535, 1268433.434877821 7336684.861747535, 1258433.434877821 7336684.861747535, 1258433.434877821 7326684.861747535, 1268433.434877821 7326684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1326,"POLYGON ((1268433.434877821 7336684.861747535, 1268433.434877821 7346684.861747535, 1258433.434877821 7346684.861747535, 1258433.434877821 7336684.861747535, 1268433.434877821 7336684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1327,"POLYGON ((1268433.434877821 7346684.861747535, 1268433.434877821 7356684.861747535, 1258433.434877821 7356684.861747535, 1258433.434877821 7346684.861747535, 1268433.434877821 7346684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1342,"POLYGON ((1278433.434877821 7286684.861747535, 1278433.434877821 7296684.861747535, 1268433.434877821 7296684.861747535, 1268433.434877821 7286684.861747535, 1278433.434877821 7286684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1343,"POLYGON ((1278433.434877821 7296684.861747535, 1278433.434877821 7306684.861747535, 1268433.434877821 7306684.861747535, 1268433.434877821 7296684.861747535, 1278433.434877821 7296684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1344,"POLYGON ((1278433.434877821 7306684.861747535, 1278433.434877821 7316684.861747535, 1268433.434877821 7316684.861747535, 1268433.434877821 7306684.861747535, 1278433.434877821 7306684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1345,"POLYGON ((1278433.434877821 7316684.861747535, 1278433.434877821 7326684.861747535, 1268433.434877821 7326684.861747535, 1268433.434877821 7316684.861747535, 1278433.434877821 7316684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1346,"POLYGON ((1278433.434877821 7326684.861747535, 1278433.434877821 7336684.861747535, 1268433.434877821 7336684.861747535, 1268433.434877821 7326684.861747535, 1278433.434877821 7326684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1347,"POLYGON ((1278433.434877821 7336684.861747535, 1278433.434877821 7346684.861747535, 1268433.434877821 7346684.861747535, 1268433.434877821 7336684.861747535, 1278433.434877821 7336684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1348,"POLYGON ((1278433.434877821 7346684.861747535, 1278433.434877821 7356684.861747535, 1268433.434877821 7356684.861747535, 1268433.434877821 7346684.861747535, 1278433.434877821 7346684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1363,"POLYGON ((1288433.434877821 7286684.861747535, 1288433.434877821 7296684.861747535, 1278433.434877821 7296684.861747535, 1278433.434877821 7286684.861747535, 1288433.434877821 7286684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1364,"POLYGON ((1288433.434877821 7296684.861747535, 1288433.434877821 7306684.861747535, 1278433.434877821 7306684.861747535, 1278433.434877821 7296684.861747535, 1288433.434877821 7296684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1365,"POLYGON ((1288433.434877821 7306684.861747535, 1288433.434877821 7316684.861747535, 1278433.434877821 7316684.861747535, 1278433.434877821 7306684.861747535, 1288433.434877821 7306684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1366,"POLYGON ((1288433.434877821 7316684.861747535, 1288433.434877821 7326684.861747535, 1278433.434877821 7326684.861747535, 1278433.434877821 7316684.861747535, 1288433.434877821 7316684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1367,"POLYGON ((1288433.434877821 7326684.861747535, 1288433.434877821 7336684.861747535, 1278433.434877821 7336684.861747535, 1278433.434877821 7326684.861747535, 1288433.434877821 7326684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1386,"POLYGON ((1298433.434877821 7296684.861747535, 1298433.434877821 7306684.861747535, 1288433.434877821 7306684.861747535, 1288433.434877821 7296684.861747535, 1298433.434877821 7296684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1387,"POLYGON ((1298433.434877821 7306684.861747535, 1298433.434877821 7316684.861747535, 1288433.434877821 7316684.861747535, 1288433.434877821 7306684.861747535, 1298433.434877821 7306684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1388,"POLYGON ((1298433.434877821 7316684.861747535, 1298433.434877821 7326684.861747535, 1288433.434877821 7326684.861747535, 1288433.434877821 7316684.861747535, 1298433.434877821 7316684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1389,"POLYGON ((1298433.434877821 7326684.861747535, 1298433.434877821 7336684.861747535, 1288433.434877821 7336684.861747535, 1288433.434877821 7326684.861747535, 1298433.434877821 7326684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1390,"POLYGON ((1298433.434877821 7336684.861747535, 1298433.434877821 7346684.861747535, 1288433.434877821 7346684.861747535, 1288433.434877821 7336684.861747535, 1298433.434877821 7336684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1409,"POLYGON ((1308433.434877821 7316684.861747535, 1308433.434877821 7326684.861747535, 1298433.434877821 7326684.861747535, 1298433.434877821 7316684.861747535, 1308433.434877821 7316684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1410,"POLYGON ((1308433.434877821 7326684.861747535, 1308433.434877821 7336684.861747535, 1298433.434877821 7336684.861747535, 1298433.434877821 7326684.861747535, 1308433.434877821 7326684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1411,"POLYGON ((1308433.434877821 7336684.861747535, 1308433.434877821 7346684.861747535, 1298433.434877821 7346684.861747535, 1298433.434877821 7336684.861747535, 1308433.434877821 7336684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1412,"POLYGON ((1308433.434877821 7346684.861747535, 1308433.434877821 7356684.861747535, 1298433.434877821 7356684.861747535, 1298433.434877821 7346684.861747535, 1308433.434877821 7346684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1292,"POLYGON ((1248433.434877821 7426684.861747535, 1248433.434877821 7436684.861747535, 1238433.434877821 7436684.861747535, 1238433.434877821 7426684.861747535, 1248433.434877821 7426684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1293,"POLYGON ((1248433.434877821 7436684.861747535, 1248433.434877821 7446684.861747535, 1238433.434877821 7446684.861747535, 1238433.434877821 7436684.861747535, 1248433.434877821 7436684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1294,"POLYGON ((1248433.434877821 7446684.861747535, 1248433.434877821 7456684.861747535, 1238433.434877821 7456684.861747535, 1238433.434877821 7446684.861747535, 1248433.434877821 7446684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1295,"POLYGON ((1248433.434877821 7456684.861747535, 1248433.434877821 7466684.861747535, 1238433.434877821 7466684.861747535, 1238433.434877821 7456684.861747535, 1248433.434877821 7456684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1313,"POLYGON ((1258433.434877821 7426684.861747535, 1258433.434877821 7436684.861747535, 1248433.434877821 7436684.861747535, 1248433.434877821 7426684.861747535, 1258433.434877821 7426684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1314,"POLYGON ((1258433.434877821 7436684.861747535, 1258433.434877821 7446684.861747535, 1248433.434877821 7446684.861747535, 1248433.434877821 7436684.861747535, 1258433.434877821 7436684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1315,"POLYGON ((1258433.434877821 7446684.861747535, 1258433.434877821 7456684.861747535, 1248433.434877821 7456684.861747535, 1248433.434877821 7446684.861747535, 1258433.434877821 7446684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1316,"POLYGON ((1258433.434877821 7456684.861747535, 1258433.434877821 7466684.861747535, 1248433.434877821 7466684.861747535, 1248433.434877821 7456684.861747535, 1258433.434877821 7456684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1317,"POLYGON ((1258433.434877821 7466684.861747535, 1258433.434877821 7476684.861747535, 1248433.434877821 7476684.861747535, 1248433.434877821 7466684.861747535, 1258433.434877821 7466684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1330,"POLYGON ((1268433.434877821 7416684.861747535, 1268433.434877821 7426684.861747535, 1258433.434877821 7426684.861747535, 1258433.434877821 7416684.861747535, 1268433.434877821 7416684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1331,"POLYGON ((1268433.434877821 7426684.861747535, 1268433.434877821 7436684.861747535, 1258433.434877821 7436684.861747535, 1258433.434877821 7426684.861747535, 1268433.434877821 7426684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1332,"POLYGON ((1268433.434877821 7436684.861747535, 1268433.434877821 7446684.861747535, 1258433.434877821 7446684.861747535, 1258433.434877821 7436684.861747535, 1268433.434877821 7436684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1333,"POLYGON ((1268433.434877821 7446684.861747535, 1268433.434877821 7456684.861747535, 1258433.434877821 7456684.861747535, 1258433.434877821 7446684.861747535, 1268433.434877821 7446684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1334,"POLYGON ((1268433.434877821 7456684.861747535, 1268433.434877821 7466684.861747535, 1258433.434877821 7466684.861747535, 1258433.434877821 7456684.861747535, 1268433.434877821 7456684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1351,"POLYGON ((1278433.434877821 7416684.861747535, 1278433.434877821 7426684.861747535, 1268433.434877821 7426684.861747535, 1268433.434877821 7416684.861747535, 1278433.434877821 7416684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1352,"POLYGON ((1278433.434877821 7426684.861747535, 1278433.434877821 7436684.861747535, 1268433.434877821 7436684.861747535, 1268433.434877821 7426684.861747535, 1278433.434877821 7426684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1353,"POLYGON ((1278433.434877821 7436684.861747535, 1278433.434877821 7446684.861747535, 1268433.434877821 7446684.861747535, 1268433.434877821 7436684.861747535, 1278433.434877821 7436684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1354,"POLYGON ((1278433.434877821 7446684.861747535, 1278433.434877821 7456684.861747535, 1268433.434877821 7456684.861747535, 1268433.434877821 7446684.861747535, 1278433.434877821 7446684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1355,"POLYGON ((1278433.434877821 7456684.861747535, 1278433.434877821 7466684.861747535, 1268433.434877821 7466684.861747535, 1268433.434877821 7456684.861747535, 1278433.434877821 7456684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1369,"POLYGON ((1288433.434877821 7406684.861747535, 1288433.434877821 7416684.861747535, 1278433.434877821 7416684.861747535, 1278433.434877821 7406684.861747535, 1288433.434877821 7406684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1370,"POLYGON ((1288433.434877821 7416684.861747535, 1288433.434877821 7426684.861747535, 1278433.434877821 7426684.861747535, 1278433.434877821 7416684.861747535, 1288433.434877821 7416684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1371,"POLYGON ((1288433.434877821 7426684.861747535, 1288433.434877821 7436684.861747535, 1278433.434877821 7436684.861747535, 1278433.434877821 7426684.861747535, 1288433.434877821 7426684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1372,"POLYGON ((1288433.434877821 7436684.861747535, 1288433.434877821 7446684.861747535, 1278433.434877821 7446684.861747535, 1278433.434877821 7436684.861747535, 1288433.434877821 7436684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1373,"POLYGON ((1288433.434877821 7446684.861747535, 1288433.434877821 7456684.861747535, 1278433.434877821 7456684.861747535, 1278433.434877821 7446684.861747535, 1288433.434877821 7446684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1374,"POLYGON ((1288433.434877821 7456684.861747535, 1288433.434877821 7466684.861747535, 1278433.434877821 7466684.861747535, 1278433.434877821 7456684.861747535, 1288433.434877821 7456684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1392,"POLYGON ((1298433.434877821 7406684.861747535, 1298433.434877821 7416684.861747535, 1288433.434877821 7416684.861747535, 1288433.434877821 7406684.861747535, 1298433.434877821 7406684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1393,"POLYGON ((1298433.434877821 7416684.861747535, 1298433.434877821 7426684.861747535, 1288433.434877821 7426684.861747535, 1288433.434877821 7416684.861747535, 1298433.434877821 7416684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1394,"POLYGON ((1298433.434877821 7426684.861747535, 1298433.434877821 7436684.861747535, 1288433.434877821 7436684.861747535, 1288433.434877821 7426684.861747535, 1298433.434877821 7426684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1395,"POLYGON ((1298433.434877821 7436684.861747535, 1298433.434877821 7446684.861747535, 1288433.434877821 7446684.861747535, 1288433.434877821 7436684.861747535, 1298433.434877821 7436684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1396,"POLYGON ((1298433.434877821 7446684.861747535, 1298433.434877821 7456684.861747535, 1288433.434877821 7456684.861747535, 1288433.434877821 7446684.861747535, 1298433.434877821 7446684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1397,"POLYGON ((1298433.434877821 7456684.861747535, 1298433.434877821 7466684.861747535, 1288433.434877821 7466684.861747535, 1288433.434877821 7456684.861747535, 1298433.434877821 7456684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1417,"POLYGON ((1308433.434877821 7436684.861747535, 1308433.434877821 7446684.861747535, 1298433.434877821 7446684.861747535, 1298433.434877821 7436684.861747535, 1308433.434877821 7436684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1418,"POLYGON ((1308433.434877821 7446684.861747535, 1308433.434877821 7456684.861747535, 1298433.434877821 7456684.861747535, 1298433.434877821 7446684.861747535, 1308433.434877821 7446684.861747535))",13,13,6135,11.3879,55.3224,-7.65,-7.9,-4.65,-3.6,0.7,7.2,6.1,6.4,4.7,1.6,-1.2,-1.7
1310,"POLYGON ((1258433.434877821 7396684.861747535, 1258433.434877821 7406684.861747535, 1248433.434877821 7406684.861747535, 1248433.434877821 7396684.861747535, 1258433.434877821 7396684.861747535))",16,16,6136,11.3285,55.2465,-7.5,-7.449999999999999,-4.5,-2.4,2.4,10.0,7.1,7.0,5.2,3.3,-1.9,-1.0
1311,"POLYGON ((1258433.434877821 7406684.861747535, 1258433.434877821 7416684.861747535, 1248433.434877821 7416684.861747535, 1248433.434877821 7406684.861747535, 1258433.434877821 7406684.861747535))",16,16,6136,11.3285,55.2465,-7.5,-7.449999999999999,-4.5,-2.4,2.4,10.0,7.1,7.0,5.2,3.3,-1.9,-1.0
1312,"POLYGON ((1258433.434877821 7416684.861747535, 1258433.434877821 7426684.861747535, 1248433.434877821 7426684.861747535, 1248433.434877821 7416684.861747535, 1258433.434877821 7416684.861747535))",16,16,6136,11.3285,55.2465,-7.5,-7.449999999999999,-4.5,-2.4,2.4,10.0,7.1,7.0,5.2,3.3,-1.9,-1.0
