geometry,soiltype
"POLYGON ((973433.4348778214 7606684.861747535, 973433.4348778214 7611684.861747535, 968433.4348778214 7611684.861747535, 968433.4348778214 7606684.861747535, 973433.4348778214 7606684.861747535))",F
"POLYGON ((973433.4348778214 7611684.861747535, 973433.4348778214 7616684.861747535, 968433.4348778214 7616684.861747535, 968433.4348778214 7611684.861747535, 973433.4348778214 7611684.861747535))",F
"POLYGON ((973433.4348778214 7616684.861747535, 973433.4348778214 7621684.861747535, 968433.4348778214 7621684.861747535, 968433.4348778214 7616684.861747535, 973433.4348778214 7616684.861747535))",ML
"POLYGON ((973433.4348778214 7621684.861747535, 973433.4348778214 7626684.861747535, 968433.4348778214 7626684.861747535, 968433.4348778214 7621684.861747535, 973433.4348778214 7621684.861747535))",T
"POLYGON ((973433.4348778214 7626684.861747535, 973433.4348778214 7631684.861747535, 968433.4348778214 7631684.861747535, 968433.4348778214 7626684.861747535, 973433.4348778214 7626684.861747535))",T
"POLYGON ((973433.4348778214 7631684.861747535, 973433.4348778214 7636684.861747535, 968433.4348778214 7636684.861747535, 968433.4348778214 7631684.861747535, 973433.4348778214 7631684.861747535))",ML
"POLYGON ((973433.4348778214 7636684.861747535, 973433.4348778214 7641684.861747535, 968433.4348778214 7641684.861747535, 968433.4348778214 7636684.861747535, 973433.4348778214 7636684.861747535))",ML
"POLYGON ((973433.4348778214 7641684.861747535, 973433.4348778214 7646684.861747535, 968433.4348778214 7646684.861747535, 968433.4348778214 7641684.861747535, 973433.4348778214 7641684.861747535))",F
"POLYGON ((973433.4348778214 7646684.861747535, 973433.4348778214 7651684.861747535, 968433.4348778214 7651684.861747535, 968433.4348778214 7646684.861747535, 973433.4348778214 7646684.861747535))",DSG
"POLYGON ((973433.4348778214 7651684.861747535, 973433.4348778214 7656684.861747535, 968433.4348778214 7656684.861747535, 968433.4348778214 7651684.861747535, 973433.4348778214 7651684.861747535))",F
"POLYGON ((973433.4348778214 7656684.861747535, 973433.4348778214 7661684.861747535, 968433.4348778214 7661684.861747535, 968433.4348778214 7656684.861747535, 973433.4348778214 7656684.861747535))",HSL
"POLYGON ((973433.4348778214 7661684.861747535, 973433.4348778214 7666684.861747535, 968433.4348778214 7666684.861747535, 968433.4348778214 7661684.861747535, 973433.4348778214 7661684.861747535))",DSG
"POLYGON ((973433.4348778214 7666684.861747535, 973433.4348778214 7671684.861747535, 968433.4348778214 7671684.861747535, 968433.4348778214 7666684.861747535, 973433.4348778214 7666684.861747535))",HSL
"POLYGON ((973433.4348778214 7671684.861747535, 973433.4348778214 7676684.861747535, 968433.4348778214 7676684.861747535, 968433.4348778214 7671684.861747535, 973433.4348778214 7671684.861747535))",ML
"POLYGON ((973433.4348778214 7676684.861747535, 973433.4348778214 7681684.861747535, 968433.4348778214 7681684.861747535, 968433.4348778214 7676684.861747535, 973433.4348778214 7676684.861747535))",ML
"POLYGON ((973433.4348778214 7681684.861747535, 973433.4348778214 7686684.861747535, 968433.4348778214 7686684.861747535, 968433.4348778214 7681684.861747535, 973433.4348778214 7681684.861747535))",DSG
"POLYGON ((973433.4348778214 7691684.861747535, 973433.4348778214 7696684.861747535, 968433.4348778214 7696684.861747535, 968433.4348778214 7691684.861747535, 973433.4348778214 7691684.861747535))",ML
"POLYGON ((973433.4348778214 7696684.861747535, 973433.4348778214 7701684.861747535, 968433.4348778214 7701684.861747535, 968433.4348778214 7696684.861747535, 973433.4348778214 7696684.861747535))",F
"POLYGON ((973433.4348778214 7701684.861747535, 973433.4348778214 7706684.861747535, 968433.4348778214 7706684.861747535, 968433.4348778214 7701684.861747535, 973433.4348778214 7701684.861747535))",ML
"POLYGON ((973433.4348778214 7706684.861747535, 973433.4348778214 7711684.861747535, 968433.4348778214 7711684.861747535, 968433.4348778214 7706684.861747535, 973433.4348778214 7706684.861747535))",F
"POLYGON ((973433.4348778214 7711684.861747535, 973433.4348778214 7716684.861747535, 968433.4348778214 7716684.861747535, 968433.4348778214 7711684.861747535, 973433.4348778214 7711684.861747535))",ML
"POLYGON ((973433.4348778214 7716684.861747535, 973433.4348778214 7721684.861747535, 968433.4348778214 7721684.861747535, 968433.4348778214 7716684.861747535, 973433.4348778214 7716684.861747535))",ML
"POLYGON ((973433.4348778214 7721684.861747535, 973433.4348778214 7726684.861747535, 968433.4348778214 7726684.861747535, 968433.4348778214 7721684.861747535, 973433.4348778214 7721684.861747535))",ML
"POLYGON ((973433.4348778214 7726684.861747535, 973433.4348778214 7731684.861747535, 968433.4348778214 7731684.861747535, 968433.4348778214 7726684.861747535, 973433.4348778214 7726684.861747535))",ML
"POLYGON ((973433.4348778214 7731684.861747535, 973433.4348778214 7736684.861747535, 968433.4348778214 7736684.861747535, 968433.4348778214 7731684.861747535, 973433.4348778214 7731684.861747535))",DSG
"POLYGON ((973433.4348778214 7736684.861747535, 973433.4348778214 7741684.861747535, 968433.4348778214 7741684.861747535, 968433.4348778214 7736684.861747535, 973433.4348778214 7736684.861747535))",DL
"POLYGON ((973433.4348778214 7746684.861747535, 973433.4348778214 7751684.861747535, 968433.4348778214 7751684.861747535, 968433.4348778214 7746684.861747535, 973433.4348778214 7746684.861747535))",ZK
"POLYGON ((973433.4348778214 7751684.861747535, 973433.4348778214 7756684.861747535, 968433.4348778214 7756684.861747535, 968433.4348778214 7751684.861747535, 973433.4348778214 7751684.861747535))",ZK
"POLYGON ((973433.4348778214 7756684.861747535, 973433.4348778214 7761684.861747535, 968433.4348778214 7761684.861747535, 968433.4348778214 7756684.861747535, 973433.4348778214 7756684.861747535))",ML
"POLYGON ((973433.4348778214 7761684.861747535, 973433.4348778214 7766684.861747535, 968433.4348778214 7766684.861747535, 968433.4348778214 7761684.861747535, 973433.4348778214 7761684.861747535))",ML
"POLYGON ((973433.4348778214 7766684.861747535, 973433.4348778214 7771684.861747535, 968433.4348778214 7771684.861747535, 968433.4348778214 7766684.861747535, 973433.4348778214 7766684.861747535))",F
"POLYGON ((973433.4348778214 7771684.861747535, 973433.4348778214 7776684.861747535, 968433.4348778214 7776684.861747535, 968433.4348778214 7771684.861747535, 973433.4348778214 7771684.861747535))",ES
"POLYGON ((973433.4348778214 7776684.861747535, 973433.4348778214 7781684.861747535, 968433.4348778214 7781684.861747535, 968433.4348778214 7776684.861747535, 973433.4348778214 7776684.861747535))",ES
"POLYGON ((973433.4348778214 7781684.861747535, 973433.4348778214 7786684.861747535, 968433.4348778214 7786684.861747535, 968433.4348778214 7781684.861747535, 973433.4348778214 7781684.861747535))",ES
"POLYGON ((978433.4348778214 7336684.861747535, 978433.4348778214 7341684.861747535, 973433.4348778214 7341684.861747535, 973433.4348778214 7336684.861747535, 978433.4348778214 7336684.861747535))",HV
"POLYGON ((978433.4348778214 7341684.861747535, 978433.4348778214 7346684.861747535, 973433.4348778214 7346684.861747535, 973433.4348778214 7341684.861747535, 978433.4348778214 7341684.861747535))",HV
"POLYGON ((978433.4348778214 7346684.861747535, 978433.4348778214 7351684.861747535, 973433.4348778214 7351684.861747535, 973433.4348778214 7346684.861747535, 978433.4348778214 7346684.861747535))",HV
"POLYGON ((978433.4348778214 7351684.861747535, 978433.4348778214 7356684.861747535, 973433.4348778214 7356684.861747535, 973433.4348778214 7351684.861747535, 978433.4348778214 7351684.861747535))",ML
"POLYGON ((978433.4348778214 7356684.861747535, 978433.4348778214 7361684.861747535, 973433.4348778214 7361684.861747535, 973433.4348778214 7356684.861747535, 978433.4348778214 7356684.861747535))",ML
"POLYGON ((978433.4348778214 7361684.861747535, 978433.4348778214 7366684.861747535, 973433.4348778214 7366684.861747535, 973433.4348778214 7361684.861747535, 978433.4348778214 7361684.861747535))",ML
"POLYGON ((978433.4348778214 7366684.861747535, 978433.4348778214 7371684.861747535, 973433.4348778214 7371684.861747535, 973433.4348778214 7366684.861747535, 978433.4348778214 7366684.861747535))",ES
"POLYGON ((978433.4348778214 7371684.861747535, 978433.4348778214 7376684.861747535, 973433.4348778214 7376684.861747535, 973433.4348778214 7371684.861747535, 978433.4348778214 7371684.861747535))",ML
"POLYGON ((978433.4348778214 7376684.861747535, 978433.4348778214 7381684.861747535, 973433.4348778214 7381684.861747535, 973433.4348778214 7376684.861747535, 978433.4348778214 7376684.861747535))",T
"POLYGON ((978433.4348778214 7381684.861747535, 978433.4348778214 7386684.861747535, 973433.4348778214 7386684.861747535, 973433.4348778214 7381684.861747535, 978433.4348778214 7381684.861747535))",HV
"POLYGON ((978433.4348778214 7386684.861747535, 978433.4348778214 7391684.861747535, 973433.4348778214 7391684.861747535, 973433.4348778214 7386684.861747535, 978433.4348778214 7386684.861747535))",F
"POLYGON ((978433.4348778214 7391684.861747535, 978433.4348778214 7396684.861747535, 973433.4348778214 7396684.861747535, 973433.4348778214 7391684.861747535, 978433.4348778214 7391684.861747535))",ML
"POLYGON ((978433.4348778214 7396684.861747535, 978433.4348778214 7401684.861747535, 973433.4348778214 7401684.861747535, 973433.4348778214 7396684.861747535, 978433.4348778214 7396684.861747535))",DSG
"POLYGON ((978433.4348778214 7401684.861747535, 978433.4348778214 7406684.861747535, 973433.4348778214 7406684.861747535, 973433.4348778214 7401684.861747535, 978433.4348778214 7401684.861747535))",DSG
"POLYGON ((978433.4348778214 7406684.861747535, 978433.4348778214 7411684.861747535, 973433.4348778214 7411684.861747535, 973433.4348778214 7406684.861747535, 978433.4348778214 7406684.861747535))",MSG
"POLYGON ((978433.4348778214 7411684.861747535, 978433.4348778214 7416684.861747535, 973433.4348778214 7416684.861747535, 973433.4348778214 7411684.861747535, 978433.4348778214 7411684.861747535))",F
"POLYGON ((978433.4348778214 7416684.861747535, 978433.4348778214 7421684.861747535, 973433.4348778214 7421684.861747535, 973433.4348778214 7416684.861747535, 978433.4348778214 7416684.861747535))",DSG
"POLYGON ((978433.4348778214 7421684.861747535, 978433.4348778214 7426684.861747535, 973433.4348778214 7426684.861747535, 973433.4348778214 7421684.861747535, 978433.4348778214 7421684.861747535))",F
"POLYGON ((978433.4348778214 7426684.861747535, 978433.4348778214 7431684.861747535, 973433.4348778214 7431684.861747535, 973433.4348778214 7426684.861747535, 978433.4348778214 7426684.861747535))",T
"POLYGON ((978433.4348778214 7431684.861747535, 978433.4348778214 7436684.861747535, 973433.4348778214 7436684.861747535, 973433.4348778214 7431684.861747535, 978433.4348778214 7431684.861747535))",T
"POLYGON ((978433.4348778214 7436684.861747535, 978433.4348778214 7441684.861747535, 973433.4348778214 7441684.861747535, 973433.4348778214 7436684.861747535, 978433.4348778214 7436684.861747535))",T
"POLYGON ((978433.4348778214 7441684.861747535, 978433.4348778214 7446684.861747535, 973433.4348778214 7446684.861747535, 973433.4348778214 7441684.861747535, 978433.4348778214 7441684.861747535))",ML
"POLYGON ((978433.4348778214 7446684.861747535, 978433.4348778214 7451684.861747535, 973433.4348778214 7451684.861747535, 973433.4348778214 7446684.861747535, 978433.4348778214 7446684.861747535))",DSG
"POLYGON ((978433.4348778214 7451684.861747535, 978433.4348778214 7456684.861747535, 973433.4348778214 7456684.861747535, 973433.4348778214 7451684.861747535, 978433.4348778214 7451684.861747535))",DSG
"POLYGON ((978433.4348778214 7456684.861747535, 978433.4348778214 7461684.861747535, 973433.4348778214 7461684.861747535, 973433.4348778214 7456684.861747535, 978433.4348778214 7456684.861747535))",DSG
"POLYGON ((978433.4348778214 7461684.861747535, 978433.4348778214 7466684.861747535, 973433.4348778214 7466684.861747535, 973433.4348778214 7461684.861747535, 978433.4348778214 7461684.861747535))",DL
"POLYGON ((978433.4348778214 7466684.861747535, 978433.4348778214 7471684.861747535, 973433.4348778214 7471684.861747535, 973433.4348778214 7466684.861747535, 978433.4348778214 7466684.861747535))",T
"POLYGON ((978433.4348778214 7471684.861747535, 978433.4348778214 7476684.861747535, 973433.4348778214 7476684.861747535, 973433.4348778214 7471684.861747535, 978433.4348778214 7471684.861747535))",DL
"POLYGON ((978433.4348778214 7476684.861747535, 978433.4348778214 7481684.861747535, 973433.4348778214 7481684.861747535, 973433.4348778214 7476684.861747535, 978433.4348778214 7476684.861747535))",DSG
"POLYGON ((978433.4348778214 7481684.861747535, 978433.4348778214 7486684.861747535, 973433.4348778214 7486684.861747535, 973433.4348778214 7481684.861747535, 978433.4348778214 7481684.861747535))",F
"POLYGON ((978433.4348778214 7486684.861747535, 978433.4348778214 7491684.861747535, 973433.4348778214 7491684.861747535, 973433.4348778214 7486684.861747535, 978433.4348778214 7486684.861747535))",F
"POLYGON ((978433.4348778214 7491684.861747535, 978433.4348778214 7496684.861747535, 973433.4348778214 7496684.861747535, 973433.4348778214 7491684.861747535, 978433.4348778214 7491684.861747535))",DSG
"POLYGON ((978433.4348778214 7496684.861747535, 978433.4348778214 7501684.861747535, 973433.4348778214 7501684.861747535, 973433.4348778214 7496684.861747535, 978433.4348778214 7496684.861747535))",F
"POLYGON ((978433.4348778214 7501684.861747535, 978433.4348778214 7506684.861747535, 973433.4348778214 7506684.861747535, 973433.4348778214 7501684.861747535, 978433.4348778214 7501684.861747535))",SØ
"POLYGON ((978433.4348778214 7506684.861747535, 978433.4348778214 7511684.861747535, 973433.4348778214 7511684.861747535, 973433.4348778214 7506684.861747535, 978433.4348778214 7506684.861747535))",T
"POLYGON ((978433.4348778214 7511684.861747535, 978433.4348778214 7516684.861747535, 973433.4348778214 7516684.861747535, 973433.4348778214 7511684.861747535, 978433.4348778214 7511684.861747535))",T
"POLYGON ((978433.4348778214 7516684.861747535, 978433.4348778214 7521684.861747535, 973433.4348778214 7521684.861747535, 973433.4348778214 7516684.861747535, 978433.4348778214 7516684.861747535))",T
"POLYGON ((978433.4348778214 7521684.861747535, 978433.4348778214 7526684.861747535, 973433.4348778214 7526684.861747535, 973433.4348778214 7521684.861747535, 978433.4348778214 7521684.861747535))",T
"POLYGON ((978433.4348778214 7526684.861747535, 978433.4348778214 7531684.861747535, 973433.4348778214 7531684.861747535, 973433.4348778214 7526684.861747535, 978433.4348778214 7526684.861747535))",T
"POLYGON ((978433.4348778214 7531684.861747535, 978433.4348778214 7536684.861747535, 973433.4348778214 7536684.861747535, 973433.4348778214 7531684.861747535, 978433.4348778214 7531684.861747535))",T
"POLYGON ((978433.4348778214 7536684.861747535, 978433.4348778214 7541684.861747535, 973433.4348778214 7541684.861747535, 973433.4348778214 7536684.861747535, 978433.4348778214 7536684.861747535))",T
"POLYGON ((978433.4348778214 7541684.861747535, 978433.4348778214 7546684.861747535, 973433.4348778214 7546684.861747535, 973433.4348778214 7541684.861747535, 978433.4348778214 7541684.861747535))",DSG
"POLYGON ((978433.4348778214 7546684.861747535, 978433.4348778214 7551684.861747535, 973433.4348778214 7551684.861747535, 973433.4348778214 7546684.861747535, 978433.4348778214 7546684.861747535))",T
"POLYGON ((978433.4348778214 7551684.861747535, 978433.4348778214 7556684.861747535, 973433.4348778214 7556684.861747535, 973433.4348778214 7551684.861747535, 978433.4348778214 7551684.861747535))",DSG
"POLYGON ((978433.4348778214 7556684.861747535, 978433.4348778214 7561684.861747535, 973433.4348778214 7561684.861747535, 973433.4348778214 7556684.861747535, 978433.4348778214 7556684.861747535))",DSG
"POLYGON ((978433.4348778214 7561684.861747535, 978433.4348778214 7566684.861747535, 973433.4348778214 7566684.861747535, 973433.4348778214 7561684.861747535, 978433.4348778214 7561684.861747535))",ML
"POLYGON ((978433.4348778214 7566684.861747535, 978433.4348778214 7571684.861747535, 973433.4348778214 7571684.861747535, 973433.4348778214 7566684.861747535, 978433.4348778214 7566684.861747535))",DSG
"POLYGON ((978433.4348778214 7571684.861747535, 978433.4348778214 7576684.861747535, 973433.4348778214 7576684.861747535, 973433.4348778214 7571684.861747535, 978433.4348778214 7571684.861747535))",DSG
"POLYGON ((978433.4348778214 7576684.861747535, 978433.4348778214 7581684.861747535, 973433.4348778214 7581684.861747535, 973433.4348778214 7576684.861747535, 978433.4348778214 7576684.861747535))",DSG
"POLYGON ((978433.4348778214 7581684.861747535, 978433.4348778214 7586684.861747535, 973433.4348778214 7586684.861747535, 973433.4348778214 7581684.861747535, 978433.4348778214 7581684.861747535))",DSG
"POLYGON ((978433.4348778214 7586684.861747535, 978433.4348778214 7591684.861747535, 973433.4348778214 7591684.861747535, 973433.4348778214 7586684.861747535, 978433.4348778214 7586684.861747535))",F
"POLYGON ((978433.4348778214 7591684.861747535, 978433.4348778214 7596684.861747535, 973433.4348778214 7596684.861747535, 973433.4348778214 7591684.861747535, 978433.4348778214 7591684.861747535))",DSG
"POLYGON ((978433.4348778214 7596684.861747535, 978433.4348778214 7601684.861747535, 973433.4348778214 7601684.861747535, 973433.4348778214 7596684.861747535, 978433.4348778214 7596684.861747535))",DSG
"POLYGON ((978433.4348778214 7601684.861747535, 978433.4348778214 7606684.861747535, 973433.4348778214 7606684.861747535, 973433.4348778214 7601684.861747535, 978433.4348778214 7601684.861747535))",DSG
"POLYGON ((978433.4348778214 7606684.861747535, 978433.4348778214 7611684.861747535, 973433.4348778214 7611684.861747535, 973433.4348778214 7606684.861747535, 978433.4348778214 7606684.861747535))",DSG
"POLYGON ((978433.4348778214 7611684.861747535, 978433.4348778214 7616684.861747535, 973433.4348778214 7616684.861747535, 973433.4348778214 7611684.861747535, 978433.4348778214 7611684.861747535))",ML
"POLYGON ((978433.4348778214 7616684.861747535, 978433.4348778214 7621684.861747535, 973433.4348778214 7621684.861747535, 973433.4348778214 7616684.861747535, 978433.4348778214 7616684.861747535))",DSG
"POLYGON ((978433.4348778214 7621684.861747535, 978433.4348778214 7626684.861747535, 973433.4348778214 7626684.861747535, 973433.4348778214 7621684.861747535, 978433.4348778214 7621684.861747535))",T
"POLYGON ((978433.4348778214 7626684.861747535, 978433.4348778214 7631684.861747535, 973433.4348778214 7631684.861747535, 973433.4348778214 7626684.861747535, 978433.4348778214 7626684.861747535))",T
"POLYGON ((978433.4348778214 7631684.861747535, 978433.4348778214 7636684.861747535, 973433.4348778214 7636684.861747535, 973433.4348778214 7631684.861747535, 978433.4348778214 7631684.861747535))",T
"POLYGON ((978433.4348778214 7636684.861747535, 978433.4348778214 7641684.861747535, 973433.4348778214 7641684.861747535, 973433.4348778214 7636684.861747535, 978433.4348778214 7636684.861747535))",DSG
"POLYGON ((978433.4348778214 7641684.861747535, 978433.4348778214 7646684.861747535, 973433.4348778214 7646684.861747535, 973433.4348778214 7641684.861747535, 978433.4348778214 7641684.861747535))",DSG
"POLYGON ((978433.4348778214 7646684.861747535, 978433.4348778214 7651684.861747535, 973433.4348778214 7651684.861747535, 973433.4348778214 7646684.861747535, 978433.4348778214 7646684.861747535))",DSG
"POLYGON ((978433.4348778214 7651684.861747535, 978433.4348778214 7656684.861747535, 973433.4348778214 7656684.861747535, 973433.4348778214 7651684.861747535, 978433.4348778214 7651684.861747535))",ML
"POLYGON ((978433.4348778214 7656684.861747535, 978433.4348778214 7661684.861747535, 973433.4348778214 7661684.861747535, 973433.4348778214 7656684.861747535, 978433.4348778214 7656684.861747535))",DL
"POLYGON ((978433.4348778214 7661684.861747535, 978433.4348778214 7666684.861747535, 973433.4348778214 7666684.861747535, 973433.4348778214 7661684.861747535, 978433.4348778214 7661684.861747535))",ML
"POLYGON ((978433.4348778214 7666684.861747535, 978433.4348778214 7671684.861747535, 973433.4348778214 7671684.861747535, 973433.4348778214 7666684.861747535, 978433.4348778214 7666684.861747535))",HSL
"POLYGON ((978433.4348778214 7671684.861747535, 978433.4348778214 7676684.861747535, 973433.4348778214 7676684.861747535, 973433.4348778214 7671684.861747535, 978433.4348778214 7671684.861747535))",ML
"POLYGON ((978433.4348778214 7676684.861747535, 978433.4348778214 7681684.861747535, 973433.4348778214 7681684.861747535, 973433.4348778214 7676684.861747535, 978433.4348778214 7676684.861747535))",DSG
"POLYGON ((978433.4348778214 7681684.861747535, 978433.4348778214 7686684.861747535, 973433.4348778214 7686684.861747535, 973433.4348778214 7681684.861747535, 978433.4348778214 7681684.861747535))",ML
"POLYGON ((978433.4348778214 7686684.861747535, 978433.4348778214 7691684.861747535, 973433.4348778214 7691684.861747535, 973433.4348778214 7686684.861747535, 978433.4348778214 7686684.861747535))",ML
"POLYGON ((978433.4348778214 7691684.861747535, 978433.4348778214 7696684.861747535, 973433.4348778214 7696684.861747535, 973433.4348778214 7691684.861747535, 978433.4348778214 7691684.861747535))",ML
"POLYGON ((978433.4348778214 7696684.861747535, 978433.4348778214 7701684.861747535, 973433.4348778214 7701684.861747535, 973433.4348778214 7696684.861747535, 978433.4348778214 7696684.861747535))",HSL
"POLYGON ((978433.4348778214 7701684.861747535, 978433.4348778214 7706684.861747535, 973433.4348778214 7706684.861747535, 973433.4348778214 7701684.861747535, 978433.4348778214 7701684.861747535))",ML
"POLYGON ((978433.4348778214 7706684.861747535, 978433.4348778214 7711684.861747535, 973433.4348778214 7711684.861747535, 973433.4348778214 7706684.861747535, 978433.4348778214 7706684.861747535))",ML
"POLYGON ((978433.4348778214 7711684.861747535, 978433.4348778214 7716684.861747535, 973433.4348778214 7716684.861747535, 973433.4348778214 7711684.861747535, 978433.4348778214 7711684.861747535))",DSG
"POLYGON ((978433.4348778214 7716684.861747535, 978433.4348778214 7721684.861747535, 973433.4348778214 7721684.861747535, 973433.4348778214 7716684.861747535, 978433.4348778214 7716684.861747535))",ML
"POLYGON ((978433.4348778214 7721684.861747535, 978433.4348778214 7726684.861747535, 973433.4348778214 7726684.861747535, 973433.4348778214 7721684.861747535, 978433.4348778214 7721684.861747535))",ML
"POLYGON ((978433.4348778214 7726684.861747535, 978433.4348778214 7731684.861747535, 973433.4348778214 7731684.861747535, 973433.4348778214 7726684.861747535, 978433.4348778214 7726684.861747535))",ML
"POLYGON ((978433.4348778214 7731684.861747535, 978433.4348778214 7736684.861747535, 973433.4348778214 7736684.861747535, 973433.4348778214 7731684.861747535, 978433.4348778214 7731684.861747535))",ML
"POLYGON ((978433.4348778214 7736684.861747535, 978433.4348778214 7741684.861747535, 973433.4348778214 7741684.861747535, 973433.4348778214 7736684.861747535, 978433.4348778214 7736684.861747535))",ED
"POLYGON ((978433.4348778214 7746684.861747535, 978433.4348778214 7751684.861747535, 973433.4348778214 7751684.861747535, 973433.4348778214 7746684.861747535, 978433.4348778214 7746684.861747535))",ZK
"POLYGON ((978433.4348778214 7751684.861747535, 978433.4348778214 7756684.861747535, 973433.4348778214 7756684.861747535, 973433.4348778214 7751684.861747535, 978433.4348778214 7751684.861747535))",ZK
"POLYGON ((978433.4348778214 7756684.861747535, 978433.4348778214 7761684.861747535, 973433.4348778214 7761684.861747535, 973433.4348778214 7756684.861747535, 978433.4348778214 7756684.861747535))",ML
"POLYGON ((978433.4348778214 7761684.861747535, 978433.4348778214 7766684.861747535, 973433.4348778214 7766684.861747535, 973433.4348778214 7761684.861747535, 978433.4348778214 7761684.861747535))",ZK
"POLYGON ((978433.4348778214 7766684.861747535, 978433.4348778214 7771684.861747535, 973433.4348778214 7771684.861747535, 973433.4348778214 7766684.861747535, 978433.4348778214 7766684.861747535))",HSL
"POLYGON ((978433.4348778214 7771684.861747535, 978433.4348778214 7776684.861747535, 973433.4348778214 7776684.861747535, 973433.4348778214 7771684.861747535, 978433.4348778214 7771684.861747535))",ES
"POLYGON ((978433.4348778214 7776684.861747535, 978433.4348778214 7781684.861747535, 973433.4348778214 7781684.861747535, 973433.4348778214 7776684.861747535, 978433.4348778214 7776684.861747535))",ES
"POLYGON ((983433.4348778214 7341684.861747535, 983433.4348778214 7346684.861747535, 978433.4348778214 7346684.861747535, 978433.4348778214 7341684.861747535, 983433.4348778214 7341684.861747535))",F
"POLYGON ((983433.4348778214 7346684.861747535, 983433.4348778214 7351684.861747535, 978433.4348778214 7351684.861747535, 978433.4348778214 7346684.861747535, 983433.4348778214 7346684.861747535))",HV
"POLYGON ((983433.4348778214 7351684.861747535, 983433.4348778214 7356684.861747535, 978433.4348778214 7356684.861747535, 978433.4348778214 7351684.861747535, 983433.4348778214 7351684.861747535))",ML
"POLYGON ((983433.4348778214 7356684.861747535, 983433.4348778214 7361684.861747535, 978433.4348778214 7361684.861747535, 978433.4348778214 7356684.861747535, 983433.4348778214 7356684.861747535))",ML
"POLYGON ((983433.4348778214 7361684.861747535, 983433.4348778214 7366684.861747535, 978433.4348778214 7366684.861747535, 978433.4348778214 7361684.861747535, 983433.4348778214 7361684.861747535))",ML
"POLYGON ((983433.4348778214 7366684.861747535, 983433.4348778214 7371684.861747535, 978433.4348778214 7371684.861747535, 978433.4348778214 7366684.861747535, 983433.4348778214 7366684.861747535))",T
"POLYGON ((983433.4348778214 7371684.861747535, 983433.4348778214 7376684.861747535, 978433.4348778214 7376684.861747535, 978433.4348778214 7371684.861747535, 983433.4348778214 7371684.861747535))",T
"POLYGON ((983433.4348778214 7376684.861747535, 983433.4348778214 7381684.861747535, 978433.4348778214 7381684.861747535, 978433.4348778214 7376684.861747535, 983433.4348778214 7376684.861747535))",T
"POLYGON ((983433.4348778214 7381684.861747535, 983433.4348778214 7386684.861747535, 978433.4348778214 7386684.861747535, 978433.4348778214 7381684.861747535, 983433.4348778214 7381684.861747535))",T
"POLYGON ((983433.4348778214 7386684.861747535, 983433.4348778214 7391684.861747535, 978433.4348778214 7391684.861747535, 978433.4348778214 7386684.861747535, 983433.4348778214 7386684.861747535))",F
"POLYGON ((983433.4348778214 7391684.861747535, 983433.4348778214 7396684.861747535, 978433.4348778214 7396684.861747535, 978433.4348778214 7391684.861747535, 983433.4348778214 7391684.861747535))",DSG
"POLYGON ((983433.4348778214 7396684.861747535, 983433.4348778214 7401684.861747535, 978433.4348778214 7401684.861747535, 978433.4348778214 7396684.861747535, 983433.4348778214 7396684.861747535))",DSG
"POLYGON ((983433.4348778214 7401684.861747535, 983433.4348778214 7406684.861747535, 978433.4348778214 7406684.861747535, 978433.4348778214 7401684.861747535, 983433.4348778214 7401684.861747535))",F
"POLYGON ((983433.4348778214 7406684.861747535, 983433.4348778214 7411684.861747535, 978433.4348778214 7411684.861747535, 978433.4348778214 7406684.861747535, 983433.4348778214 7406684.861747535))",ML
"POLYGON ((983433.4348778214 7411684.861747535, 983433.4348778214 7416684.861747535, 978433.4348778214 7416684.861747535, 978433.4348778214 7411684.861747535, 983433.4348778214 7411684.861747535))",ML
"POLYGON ((983433.4348778214 7416684.861747535, 983433.4348778214 7421684.861747535, 978433.4348778214 7421684.861747535, 978433.4348778214 7416684.861747535, 983433.4348778214 7416684.861747535))",DSG
"POLYGON ((983433.4348778214 7421684.861747535, 983433.4348778214 7426684.861747535, 978433.4348778214 7426684.861747535, 978433.4348778214 7421684.861747535, 983433.4348778214 7421684.861747535))",F
"POLYGON ((983433.4348778214 7426684.861747535, 983433.4348778214 7431684.861747535, 978433.4348778214 7431684.861747535, 978433.4348778214 7426684.861747535, 983433.4348778214 7426684.861747535))",F
"POLYGON ((983433.4348778214 7431684.861747535, 983433.4348778214 7436684.861747535, 978433.4348778214 7436684.861747535, 978433.4348778214 7431684.861747535, 983433.4348778214 7431684.861747535))",T
"POLYGON ((983433.4348778214 7436684.861747535, 983433.4348778214 7441684.861747535, 978433.4348778214 7441684.861747535, 978433.4348778214 7436684.861747535, 983433.4348778214 7436684.861747535))",T
"POLYGON ((983433.4348778214 7441684.861747535, 983433.4348778214 7446684.861747535, 978433.4348778214 7446684.861747535, 978433.4348778214 7441684.861747535, 983433.4348778214 7441684.861747535))",DSG
"POLYGON ((983433.4348778214 7446684.861747535, 983433.4348778214 7451684.861747535, 978433.4348778214 7451684.861747535, 978433.4348778214 7446684.861747535, 983433.4348778214 7446684.861747535))",F
"POLYGON ((983433.4348778214 7451684.861747535, 983433.4348778214 7456684.861747535, 978433.4348778214 7456684.861747535, 978433.4348778214 7451684.861747535, 983433.4348778214 7451684.861747535))",ML
