,geometry,soiltype
142,"POLYGON ((968433.4348778214 7486684.861747535, 968433.4348778214 7496684.861747535, 958433.4348778214 7496684.861747535, 958433.4348778214 7486684.861747535, 968433.4348778214 7486684.861747535))",T
143,"POLYGON ((968433.4348778214 7496684.861747535, 968433.4348778214 7506684.861747535, 958433.4348778214 7506684.861747535, 958433.4348778214 7496684.861747535, 968433.4348778214 7496684.861747535))",DSG
144,"POLYGON ((968433.4348778214 7506684.861747535, 968433.4348778214 7516684.861747535, 958433.4348778214 7516684.861747535, 958433.4348778214 7506684.861747535, 968433.4348778214 7506684.861747535))",DSG
145,"POLYGON ((968433.4348778214 7516684.861747535, 968433.4348778214 7526684.861747535, 958433.4348778214 7526684.861747535, 958433.4348778214 7516684.861747535, 968433.4348778214 7516684.861747535))",F
146,"POLYGON ((968433.4348778214 7526684.861747535, 968433.4348778214 7536684.861747535, 958433.4348778214 7536684.861747535, 958433.4348778214 7526684.861747535, 968433.4348778214 7526684.861747535))",DSG
147,"POLYGON ((968433.4348778214 7536684.861747535, 968433.4348778214 7546684.861747535, 958433.4348778214 7546684.861747535, 958433.4348778214 7536684.861747535, 968433.4348778214 7536684.861747535))",T
148,"POLYGON ((968433.4348778214 7546684.861747535, 968433.4348778214 7556684.861747535, 958433.4348778214 7556684.861747535, 958433.4348778214 7546684.861747535, 968433.4348778214 7546684.861747535))",T
149,"POLYGON ((968433.4348778214 7556684.861747535, 968433.4348778214 7566684.861747535, 958433.4348778214 7566684.861747535, 958433.4348778214 7556684.861747535, 968433.4348778214 7556684.861747535))",DSG
150,"POLYGON ((968433.4348778214 7566684.861747535, 968433.4348778214 7576684.861747535, 958433.4348778214 7576684.861747535, 958433.4348778214 7566684.861747535, 968433.4348778214 7566684.861747535))",DSG
151,"POLYGON ((968433.4348778214 7576684.861747535, 968433.4348778214 7586684.861747535, 958433.4348778214 7586684.861747535, 958433.4348778214 7576684.861747535, 968433.4348778214 7576684.861747535))",DSG
152,"POLYGON ((968433.4348778214 7586684.861747535, 968433.4348778214 7596684.861747535, 958433.4348778214 7596684.861747535, 958433.4348778214 7586684.861747535, 968433.4348778214 7586684.861747535))",DSG
153,"POLYGON ((968433.4348778214 7596684.861747535, 968433.4348778214 7606684.861747535, 958433.4348778214 7606684.861747535, 958433.4348778214 7596684.861747535, 968433.4348778214 7596684.861747535))",DSG
154,"POLYGON ((968433.4348778214 7606684.861747535, 968433.4348778214 7616684.861747535, 958433.4348778214 7616684.861747535, 958433.4348778214 7606684.861747535, 968433.4348778214 7606684.861747535))",F
155,"POLYGON ((968433.4348778214 7616684.861747535, 968433.4348778214 7626684.861747535, 958433.4348778214 7626684.861747535, 958433.4348778214 7616684.861747535, 968433.4348778214 7616684.861747535))",DSG
156,"POLYGON ((968433.4348778214 7626684.861747535, 968433.4348778214 7636684.861747535, 958433.4348778214 7636684.861747535, 958433.4348778214 7626684.861747535, 968433.4348778214 7626684.861747535))",ML
157,"POLYGON ((968433.4348778214 7636684.861747535, 968433.4348778214 7646684.861747535, 958433.4348778214 7646684.861747535, 958433.4348778214 7636684.861747535, 968433.4348778214 7636684.861747535))",DL
158,"POLYGON ((968433.4348778214 7646684.861747535, 968433.4348778214 7656684.861747535, 958433.4348778214 7656684.861747535, 958433.4348778214 7646684.861747535, 968433.4348778214 7646684.861747535))",F
159,"POLYGON ((968433.4348778214 7696684.861747535, 968433.4348778214 7706684.861747535, 958433.4348778214 7706684.861747535, 958433.4348778214 7696684.861747535, 968433.4348778214 7696684.861747535))",F
160,"POLYGON ((968433.4348778214 7706684.861747535, 968433.4348778214 7716684.861747535, 958433.4348778214 7716684.861747535, 958433.4348778214 7706684.861747535, 968433.4348778214 7706684.861747535))",ML
161,"POLYGON ((968433.4348778214 7726684.861747535, 968433.4348778214 7736684.861747535, 958433.4348778214 7736684.861747535, 958433.4348778214 7726684.861747535, 968433.4348778214 7726684.861747535))",ML
162,"POLYGON ((968433.4348778214 7746684.861747535, 968433.4348778214 7756684.861747535, 958433.4348778214 7756684.861747535, 958433.4348778214 7746684.861747535, 968433.4348778214 7746684.861747535))",ML
163,"POLYGON ((968433.4348778214 7756684.861747535, 968433.4348778214 7766684.861747535, 958433.4348778214 7766684.861747535, 958433.4348778214 7756684.861747535, 968433.4348778214 7756684.861747535))",DSG
164,"POLYGON ((968433.4348778214 7766684.861747535, 968433.4348778214 7776684.861747535, 958433.4348778214 7776684.861747535, 958433.4348778214 7766684.861747535, 968433.4348778214 7766684.861747535))",ES
165,"POLYGON ((968433.4348778214 7776684.861747535, 968433.4348778214 7786684.861747535, 958433.4348778214 7786684.861747535, 958433.4348778214 7776684.861747535, 968433.4348778214 7776684.861747535))",ML
166,"POLYGON ((978433.4348778214 7336684.861747535, 978433.4348778214 7346684.861747535, 968433.4348778214 7346684.861747535, 968433.4348778214 7336684.861747535, 978433.4348778214 7336684.861747535))",HV
167,"POLYGON ((978433.4348778214 7346684.861747535, 978433.4348778214 7356684.861747535, 968433.4348778214 7356684.861747535, 968433.4348778214 7346684.861747535, 978433.4348778214 7346684.861747535))",HV
168,"POLYGON ((978433.4348778214 7356684.861747535, 978433.4348778214 7366684.861747535, 968433.4348778214 7366684.861747535, 968433.4348778214 7356684.861747535, 978433.4348778214 7356684.861747535))",F
169,"POLYGON ((978433.4348778214 7366684.861747535, 978433.4348778214 7376684.861747535, 968433.4348778214 7376684.861747535, 968433.4348778214 7366684.861747535, 978433.4348778214 7366684.861747535))",T
170,"POLYGON ((978433.4348778214 7376684.861747535, 978433.4348778214 7386684.861747535, 968433.4348778214 7386684.861747535, 968433.4348778214 7376684.861747535, 978433.4348778214 7376684.861747535))",T
171,"POLYGON ((978433.4348778214 7386684.861747535, 978433.4348778214 7396684.861747535, 968433.4348778214 7396684.861747535, 968433.4348778214 7386684.861747535, 978433.4348778214 7386684.861747535))",DSG
172,"POLYGON ((978433.4348778214 7396684.861747535, 978433.4348778214 7406684.861747535, 968433.4348778214 7406684.861747535, 968433.4348778214 7396684.861747535, 978433.4348778214 7396684.861747535))",ML
173,"POLYGON ((978433.4348778214 7406684.861747535, 978433.4348778214 7416684.861747535, 968433.4348778214 7416684.861747535, 968433.4348778214 7406684.861747535, 978433.4348778214 7406684.861747535))",DSG
174,"POLYGON ((978433.4348778214 7416684.861747535, 978433.4348778214 7426684.861747535, 968433.4348778214 7426684.861747535, 968433.4348778214 7416684.861747535, 978433.4348778214 7416684.861747535))",T
175,"POLYGON ((978433.4348778214 7426684.861747535, 978433.4348778214 7436684.861747535, 968433.4348778214 7436684.861747535, 968433.4348778214 7426684.861747535, 978433.4348778214 7426684.861747535))",T
176,"POLYGON ((978433.4348778214 7436684.861747535, 978433.4348778214 7446684.861747535, 968433.4348778214 7446684.861747535, 968433.4348778214 7436684.861747535, 978433.4348778214 7436684.861747535))",ML
177,"POLYGON ((978433.4348778214 7446684.861747535, 978433.4348778214 7456684.861747535, 968433.4348778214 7456684.861747535, 968433.4348778214 7446684.861747535, 978433.4348778214 7446684.861747535))",ML
178,"POLYGON ((978433.4348778214 7456684.861747535, 978433.4348778214 7466684.861747535, 968433.4348778214 7466684.861747535, 968433.4348778214 7456684.861747535, 978433.4348778214 7456684.861747535))",T
179,"POLYGON ((978433.4348778214 7466684.861747535, 978433.4348778214 7476684.861747535, 968433.4348778214 7476684.861747535, 968433.4348778214 7466684.861747535, 978433.4348778214 7466684.861747535))",DSG
180,"POLYGON ((978433.4348778214 7476684.861747535, 978433.4348778214 7486684.861747535, 968433.4348778214 7486684.861747535, 968433.4348778214 7476684.861747535, 978433.4348778214 7476684.861747535))",DSG
181,"POLYGON ((978433.4348778214 7486684.861747535, 978433.4348778214 7496684.861747535, 968433.4348778214 7496684.861747535, 968433.4348778214 7486684.861747535, 978433.4348778214 7486684.861747535))",T
182,"POLYGON ((978433.4348778214 7496684.861747535, 978433.4348778214 7506684.861747535, 968433.4348778214 7506684.861747535, 968433.4348778214 7496684.861747535, 978433.4348778214 7496684.861747535))",T
183,"POLYGON ((978433.4348778214 7506684.861747535, 978433.4348778214 7516684.861747535, 968433.4348778214 7516684.861747535, 968433.4348778214 7506684.861747535, 978433.4348778214 7506684.861747535))",F
184,"POLYGON ((978433.4348778214 7516684.861747535, 978433.4348778214 7526684.861747535, 968433.4348778214 7526684.861747535, 968433.4348778214 7516684.861747535, 978433.4348778214 7516684.861747535))",MSG
185,"POLYGON ((978433.4348778214 7526684.861747535, 978433.4348778214 7536684.861747535, 968433.4348778214 7536684.861747535, 968433.4348778214 7526684.861747535, 978433.4348778214 7526684.861747535))",F
186,"POLYGON ((978433.4348778214 7536684.861747535, 978433.4348778214 7546684.861747535, 968433.4348778214 7546684.861747535, 968433.4348778214 7536684.861747535, 978433.4348778214 7536684.861747535))",T
187,"POLYGON ((978433.4348778214 7546684.861747535, 978433.4348778214 7556684.861747535, 968433.4348778214 7556684.861747535, 968433.4348778214 7546684.861747535, 978433.4348778214 7546684.861747535))",DSG
188,"POLYGON ((978433.4348778214 7556684.861747535, 978433.4348778214 7566684.861747535, 968433.4348778214 7566684.861747535, 968433.4348778214 7556684.861747535, 978433.4348778214 7556684.861747535))",DSG
189,"POLYGON ((978433.4348778214 7566684.861747535, 978433.4348778214 7576684.861747535, 968433.4348778214 7576684.861747535, 968433.4348778214 7566684.861747535, 978433.4348778214 7566684.861747535))",DSG
190,"POLYGON ((978433.4348778214 7576684.861747535, 978433.4348778214 7586684.861747535, 968433.4348778214 7586684.861747535, 968433.4348778214 7576684.861747535, 978433.4348778214 7576684.861747535))",DSG
191,"POLYGON ((978433.4348778214 7586684.861747535, 978433.4348778214 7596684.861747535, 968433.4348778214 7596684.861747535, 968433.4348778214 7586684.861747535, 978433.4348778214 7586684.861747535))",DSG
192,"POLYGON ((978433.4348778214 7596684.861747535, 978433.4348778214 7606684.861747535, 968433.4348778214 7606684.861747535, 968433.4348778214 7596684.861747535, 978433.4348778214 7596684.861747535))",DSG
193,"POLYGON ((978433.4348778214 7606684.861747535, 978433.4348778214 7616684.861747535, 968433.4348778214 7616684.861747535, 968433.4348778214 7606684.861747535, 978433.4348778214 7606684.861747535))",DSG
194,"POLYGON ((978433.4348778214 7616684.861747535, 978433.4348778214 7626684.861747535, 968433.4348778214 7626684.861747535, 968433.4348778214 7616684.861747535, 978433.4348778214 7616684.861747535))",T
195,"POLYGON ((978433.4348778214 7626684.861747535, 978433.4348778214 7636684.861747535, 968433.4348778214 7636684.861747535, 968433.4348778214 7626684.861747535, 978433.4348778214 7626684.861747535))",T
196,"POLYGON ((978433.4348778214 7636684.861747535, 978433.4348778214 7646684.861747535, 968433.4348778214 7646684.861747535, 968433.4348778214 7636684.861747535, 978433.4348778214 7636684.861747535))",DSG
197,"POLYGON ((978433.4348778214 7646684.861747535, 978433.4348778214 7656684.861747535, 968433.4348778214 7656684.861747535, 968433.4348778214 7646684.861747535, 978433.4348778214 7646684.861747535))",F
198,"POLYGON ((978433.4348778214 7656684.861747535, 978433.4348778214 7666684.861747535, 968433.4348778214 7666684.861747535, 968433.4348778214 7656684.861747535, 978433.4348778214 7656684.861747535))",DSG
199,"POLYGON ((978433.4348778214 7676684.861747535, 978433.4348778214 7686684.861747535, 968433.4348778214 7686684.861747535, 968433.4348778214 7676684.861747535, 978433.4348778214 7676684.861747535))",DSG
200,"POLYGON ((978433.4348778214 7696684.861747535, 978433.4348778214 7706684.861747535, 968433.4348778214 7706684.861747535, 968433.4348778214 7696684.861747535, 978433.4348778214 7696684.861747535))",ML
201,"POLYGON ((978433.4348778214 7706684.861747535, 978433.4348778214 7716684.861747535, 968433.4348778214 7716684.861747535, 968433.4348778214 7706684.861747535, 978433.4348778214 7706684.861747535))",ML
202,"POLYGON ((978433.4348778214 7716684.861747535, 978433.4348778214 7726684.861747535, 968433.4348778214 7726684.861747535, 968433.4348778214 7716684.861747535, 978433.4348778214 7716684.861747535))",F
203,"POLYGON ((978433.4348778214 7726684.861747535, 978433.4348778214 7736684.861747535, 968433.4348778214 7736684.861747535, 968433.4348778214 7726684.861747535, 978433.4348778214 7726684.861747535))",ML
204,"POLYGON ((978433.4348778214 7746684.861747535, 978433.4348778214 7756684.861747535, 968433.4348778214 7756684.861747535, 968433.4348778214 7746684.861747535, 978433.4348778214 7746684.861747535))",ZK
205,"POLYGON ((978433.4348778214 7756684.861747535, 978433.4348778214 7766684.861747535, 968433.4348778214 7766684.861747535, 968433.4348778214 7756684.861747535, 978433.4348778214 7756684.861747535))",ML
206,"POLYGON ((978433.4348778214 7766684.861747535, 978433.4348778214 7776684.861747535, 968433.4348778214 7776684.861747535, 968433.4348778214 7766684.861747535, 978433.4348778214 7766684.861747535))",ES
207,"POLYGON ((988433.4348778214 7346684.861747535, 988433.4348778214 7356684.861747535, 978433.4348778214 7356684.861747535, 978433.4348778214 7346684.861747535, 988433.4348778214 7346684.861747535))",ML
208,"POLYGON ((988433.4348778214 7356684.861747535, 988433.4348778214 7366684.861747535, 978433.4348778214 7366684.861747535, 978433.4348778214 7356684.861747535, 988433.4348778214 7356684.861747535))",MSG
209,"POLYGON ((988433.4348778214 7366684.861747535, 988433.4348778214 7376684.861747535, 978433.4348778214 7376684.861747535, 978433.4348778214 7366684.861747535, 988433.4348778214 7366684.861747535))",T
210,"POLYGON ((988433.4348778214 7376684.861747535, 988433.4348778214 7386684.861747535, 978433.4348778214 7386684.861747535, 978433.4348778214 7376684.861747535, 988433.4348778214 7376684.861747535))",F
211,"POLYGON ((988433.4348778214 7386684.861747535, 988433.4348778214 7396684.861747535, 978433.4348778214 7396684.861747535, 978433.4348778214 7386684.861747535, 988433.4348778214 7386684.861747535))",MSG
212,"POLYGON ((988433.4348778214 7396684.861747535, 988433.4348778214 7406684.861747535, 978433.4348778214 7406684.861747535, 978433.4348778214 7396684.861747535, 988433.4348778214 7396684.861747535))",F
213,"POLYGON ((988433.4348778214 7406684.861747535, 988433.4348778214 7416684.861747535, 978433.4348778214 7416684.861747535, 978433.4348778214 7406684.861747535, 988433.4348778214 7406684.861747535))",ML
214,"POLYGON ((988433.4348778214 7416684.861747535, 988433.4348778214 7426684.861747535, 978433.4348778214 7426684.861747535, 978433.4348778214 7416684.861747535, 988433.4348778214 7416684.861747535))",DSG
215,"POLYGON ((988433.4348778214 7426684.861747535, 988433.4348778214 7436684.861747535, 978433.4348778214 7436684.861747535, 978433.4348778214 7426684.861747535, 988433.4348778214 7426684.861747535))",F
216,"POLYGON ((988433.4348778214 7436684.861747535, 988433.4348778214 7446684.861747535, 978433.4348778214 7446684.861747535, 978433.4348778214 7436684.861747535, 988433.4348778214 7436684.861747535))",T
217,"POLYGON ((988433.4348778214 7446684.861747535, 988433.4348778214 7456684.861747535, 978433.4348778214 7456684.861747535, 978433.4348778214 7446684.861747535, 988433.4348778214 7446684.861747535))",DSG
218,"POLYGON ((988433.4348778214 7456684.861747535, 988433.4348778214 7466684.861747535, 978433.4348778214 7466684.861747535, 978433.4348778214 7456684.861747535, 988433.4348778214 7456684.861747535))",DSG
219,"POLYGON ((988433.4348778214 7466684.861747535, 988433.4348778214 7476684.861747535, 978433.4348778214 7476684.861747535, 978433.4348778214 7466684.861747535, 988433.4348778214 7466684.861747535))",DSG
