,geometry
290,"POLYGON ((988433.4348778214 7546684.861747535, 988433.4348778214 7556684.861747535, 978433.4348778214 7556684.861747535, 978433.4348778214 7546684.861747535, 988433.4348778214 7546684.861747535))"
291,"POLYGON ((1068433.434877821 7596684.861747535, 1068433.434877821 7606684.861747535, 1058433.434877821 7606684.861747535, 1058433.434877821 7596684.861747535, 1068433.434877821 7596684.861747535))"
292,"POLYGON ((978433.4348778214 7566684.861747535, 978433.4348778214 7576684.861747535, 968433.4348778214 7576684.861747535, 968433.4348778214 7566684.861747535, 978433.4348778214 7566684.861747535))"
293,"POLYGON ((1098433.434877821 7616684.861747535, 1098433.434877821 7626684.861747535, 1088433.434877821 7626684.861747535, 1088433.434877821 7616684.861747535, 1098433.434877821 7616684.861747535))"
294,"POLYGON ((1258433.434877821 7426684.861747535, 1258433.434877821 7436684.861747535, 1248433.434877821 7436684.861747535, 1248433.434877821 7426684.861747535, 1258433.434877821 7426684.861747535))"
295,"POLYGON ((1378433.434877821 7366684.861747535, 1378433.434877821 7376684.861747535, 1368433.434877821 7376684.861747535, 1368433.434877821 7366684.861747535, 1378433.434877821 7366684.861747535))"
296,"POLYGON ((1018433.434877821 7406684.861747535, 1018433.434877821 7416684.861747535, 1008433.434877821 7416684.861747535, 1008433.434877821 7406684.861747535, 1018433.434877821 7406684.861747535))"
297,"POLYGON ((1068433.434877821 7736684.861747535, 1068433.434877821 7746684.861747535, 1058433.434877821 7746684.861747535, 1058433.434877821 7736684.861747535, 1068433.434877821 7736684.861747535))"
298,"POLYGON ((1248433.434877821 7506684.861747535, 1248433.434877821 7516684.861747535, 1238433.434877821 7516684.861747535, 1238433.434877821 7506684.861747535, 1248433.434877821 7506684.861747535))"
299,"POLYGON ((1058433.434877821 7676684.861747535, 1058433.434877821 7686684.861747535, 1048433.434877821 7686684.861747535, 1048433.434877821 7676684.861747535, 1058433.434877821 7676684.861747535))"
